# of predictors,i,predictors,fold,jaccard_score
4,1,4|5|7|9,3,0.44330196915316716
4,1,4|5|7|9,4,0.6169334492038573
4,2,2|7|9|10,0,0.454203114580473
4,2,2|7|9|10,1,0.47115384615384615
4,2,2|7|9|10,2,0.5473372781065089
4,2,2|7|9|10,3,0.5166666666666667
4,2,2|7|9|10,4,0.6791812838324467
4,3,5|6|7|10,0,0.37639294601319917
4,3,5|6|7|10,1,0.4984175037842301
4,3,5|6|7|10,2,0.5651687905209032
4,3,5|6|7|10,3,0.3908045977011494
4,3,5|6|7|10,4,0.6116883116883116
4,4,1|2|7|8,0,0.509072039072039
4,4,1|2|7|8,1,0.48162672906608217
4,4,1|2|7|8,2,0.5050416616350683
4,4,1|2|7|8,3,0.4429139586768842
4,4,1|2|7|8,4,0.6566685594041217
4,5,3|6|9|10,0,0.6065156592506741
4,5,3|6|9|10,1,0.5743156011426132
4,5,3|6|9|10,2,0.5856978842053469
4,5,3|6|9|10,3,0.4325913966093876
4,5,3|6|9|10,4,0.7357988165680474
4,6,2|7|8|9,0,0.572644376899696
4,6,2|7|8|9,1,0.5572565829761177
4,6,2|7|8|9,2,0.5318181818181817
4,6,2|7|8|9,3,0.5152428216944346
4,6,2|7|8|9,4,0.5627705627705628
4,7,1|2|7|8,0,0.509072039072039
4,7,1|2|7|8,1,0.48162672906608217
4,7,1|2|7|8,2,0.5050416616350683
4,7,1|2|7|8,3,0.4429139586768842
4,7,1|2|7|8,4,0.6566685594041217
4,8,0|5|7|10,0,0.2872474299893655
4,8,0|5|7|10,1,0.4279051765844219
4,8,0|5|7|10,2,0.4324279907530157
4,8,0|5|7|10,3,0.3350202429149797
4,8,0|5|7|10,4,0.5215786719546117
4,9,1|3|8|9,0,0.5830538788285267
4,9,1|3|8|9,1,0.5170207570207569
4,9,1|3|8|9,2,0.46956521739130436
4,9,1|3|8|9,3,0.49067004424147276
4,9,1|3|8|9,4,0.6411128553985698
4,10,0|2|4|9,0,0.5084767206477733
4,10,0|2|4|9,1,0.482437047654439
4,10,0|2|4|9,2,0.5687605663567202
4,10,0|2|4|9,3,0.41781610794269025
4,10,0|2|4|9,4,0.6545002616431188
4,11,4|7|8|10,0,0.4932696482848459
4,11,4|7|8|10,1,0.5746417716022579
4,11,4|7|8|10,2,0.5717517776341305
4,11,4|7|8|10,3,0.4804759510641864
4,11,4|7|8|10,4,0.7378518916980455
4,12,3|4|7|8,0,0.4224999999999999
4,12,3|4|7|8,1,0.5162883731141222
4,12,3|4|7|8,2,0.46907993966817496
4,12,3|4|7|8,3,0.5268025421871575
4,12,3|4|7|8,4,0.6848219795551501
4,13,0|3|8|10,0,0.33010127127774186
4,13,0|3|8|10,1,0.4999155164097853
4,13,0|3|8|10,2,0.45460254031682595
4,13,0|3|8|10,3,0.47809741745668516
4,13,0|3|8|10,4,0.6378156418050035
4,14,3|4|8|9,0,0.4818127608825282
4,14,3|4|8|9,1,0.5205466802105457
4,14,3|4|8|9,2,0.4908664320429026
4,14,3|4|8|9,3,0.4964901319416369
4,14,3|4|8|9,4,0.6389324960753533
4,15,2|4|6|9,0,0.6300904977375565
4,15,2|4|6|9,1,0.5065102964262628
4,15,2|4|6|9,2,0.5954324055159192
4,15,2|4|6|9,3,0.4823058297634569
4,15,2|4|6|9,4,0.6557616527706258
4,16,1|2|5|7,0,0.5100193923723335
4,16,1|2|5|7,1,0.5129552827167083
4,16,1|2|5|7,2,0.4696700915552487
4,16,1|2|5|7,3,0.5346350078492935
4,16,1|2|5|7,4,0.6266146292332873
4,17,0|1|3|9,0,0.5083021374230166
4,17,0|1|3|9,1,0.4767927490299458
4,17,0|1|3|9,2,0.4918032786885245
4,17,0|1|3|9,3,0.5492096944151738
4,17,0|1|3|9,4,0.6390857028462753
4,18,0|1|2|8,0,0.48809966201270555
4,18,0|1|2|8,1,0.37831079994999195
4,18,0|1|2|8,2,0.45584671738517896
4,18,0|1|2|8,3,0.40896224806465914
4,18,0|1|2|8,4,0.6093855829704886
4,19,3|5|7|8,0,0.45413679837087756
4,19,3|5|7|8,1,0.5152830362914397
4,19,3|5|7|8,2,0.5698596505048118
4,19,3|5|7|8,3,0.41135884130695105
4,19,3|5|7|8,4,0.6410256410256411
4,20,1|3|6|7,0,0.5482339089481947
4,20,1|3|6|7,1,0.42184418145956604
4,20,1|3|6|7,2,0.5960724460724461
4,20,1|3|6|7,3,0.5083021374230166
4,20,1|3|6|7,4,0.6863095238095238
4,21,1|3|5|7,0,0.521978021978022
4,21,1|3|5|7,1,0.48385270124400565
4,21,1|3|5|7,2,0.541287284144427
4,21,1|3|5|7,3,0.5367356689450745
4,21,1|3|5|7,4,0.5854541076695672
4,22,0|5|7|10,0,0.2872474299893655
4,22,0|5|7|10,1,0.4279051765844219
4,22,0|5|7|10,2,0.4324279907530157
4,22,0|5|7|10,3,0.3350202429149797
4,22,0|5|7|10,4,0.5215786719546117
4,23,6|8|9|10,0,0.5477226720647773
4,23,6|8|9|10,1,0.499874728446157
4,23,6|8|9|10,2,0.5918174133558749
4,23,6|8|9|10,3,0.4000000000000001
4,23,6|8|9|10,4,0.6255178954724705
4,24,1|4|5|6,0,0.6074193780076134
4,24,1|4|5|6,1,0.4655870445344129
4,24,1|4|5|6,2,0.5106253926304616
4,24,1|4|5|6,3,0.5072115384615384
4,24,1|4|5|6,4,0.6118820861678005
4,25,1|5|6|7,0,0.5705960705960705
4,25,1|5|6|7,1,0.4544534412955466
4,25,1|5|6|7,2,0.5013030087656953
4,25,1|5|6|7,3,0.45445134575569357
4,25,1|5|6|7,4,0.6029844566736248
4,26,0|3|6|9,0,0.49312884917280525
4,26,0|3|6|9,1,0.5024875621890547
4,26,0|3|6|9,2,0.5031513046821959
4,26,0|3|6|9,3,0.4644688644688645
4,26,0|3|6|9,4,0.6389529635944239
4,27,1|4|5|10,0,0.47796795285501104
4,27,1|4|5|10,1,0.4712271767857899
4,27,1|4|5|10,2,0.5701357466063348
4,27,1|4|5|10,3,0.46826397646069773
4,27,1|4|5|10,4,0.6572809349622956
4,28,1|5|7|9,0,0.4944993894993895
4,28,1|5|7|9,1,0.5463930187459599
4,28,1|5|7|9,2,0.4451767990074442
4,28,1|5|7|9,3,0.48924085361332326
4,28,1|5|7|9,4,0.46335585318636163
4,29,0|2|6|8,0,0.49635278514588854
4,29,0|2|6|8,1,0.3564046701301603
4,29,0|2|6|8,2,0.5167980116576949
4,29,0|2|6|8,3,0.46084546084546085
4,29,0|2|6|8,4,0.5954324055159192
4,30,0|2|6|7,0,0.4709030100334448
4,30,0|2|6|7,1,0.39681399681399687
4,30,0|2|6|7,2,0.5973958245144686
4,30,0|2|6|7,3,0.4896833624596428
4,30,0|2|6|7,4,0.6545454545454545
4,31,0|1|3|9,0,0.5083021374230166
4,31,0|1|3|9,1,0.4767927490299458
4,31,0|1|3|9,2,0.4918032786885245
4,31,0|1|3|9,3,0.5492096944151738
4,31,0|1|3|9,4,0.6390857028462753
4,32,4|7|8|9,0,0.5284748474117245
4,32,4|7|8|9,1,0.5553357967756563
4,32,4|7|8|9,2,0.49216524216524216
4,32,4|7|8|9,3,0.53939205955335
4,32,4|7|8|9,4,0.6301307388263909
4,33,2|3|4|6,0,0.5397174254317112
4,33,2|3|4|6,1,0.5016633026837108
4,33,2|3|4|6,2,0.5774262367668961
4,33,2|3|4|6,3,0.36893759732295545
4,33,2|3|4|6,4,0.5536656891495602
4,34,0|1|5|7,0,0.4656375370661085
4,34,0|1|5|7,1,0.4495014995541866
4,34,0|1|5|7,2,0.4985207100591716
4,34,0|1|5|7,3,0.5183359497645211
4,34,0|1|5|7,4,0.5977073773683944
4,35,3|7|9|10,0,0.572463768115942
4,35,3|7|9|10,1,0.5652173913043478
4,35,3|7|9|10,2,0.6581885856079405
4,35,3|7|9|10,3,0.402014652014652
4,35,3|7|9|10,4,0.6630869130869131
4,36,4|6|8|10,0,0.35051615051615054
4,36,4|6|8|10,1,0.5834755306804996
4,36,4|6|8|10,2,0.6110536522301229
4,36,4|6|8|10,3,0.4084249084249085
4,36,4|6|8|10,4,0.6590202577706917
4,37,3|6|8|9,0,0.5516790186557629
4,37,3|6|8|9,1,0.49534418614653447
4,37,3|6|8|9,2,0.531160663236135
4,37,3|6|8|9,3,0.46103261817547536
4,37,3|6|8|9,4,0.5862818500181137
4,38,2|3|5|7,0,0.5634057971014492
4,38,2|3|5|7,1,0.5208637516329824
4,38,2|3|5|7,2,0.5937542606277098
4,38,2|3|5|7,3,0.5589038290901645
4,38,2|3|5|7,4,0.5953663291182916
4,39,1|6|7|9,0,0.49658119658119654
4,39,1|6|7|9,1,0.5204947634525099
4,39,1|6|7|9,2,0.5433423719138005
4,39,1|6|7|9,3,0.5047735206291795
4,39,1|6|7|9,4,0.6465104044891279
4,40,4|6|7|8,0,0.49240830873483926
4,40,4|6|7|8,1,0.5121720676659633
4,40,4|6|7|8,2,0.5264505873001856
4,40,4|6|7|8,3,0.4434731934731935
4,40,4|6|7|8,4,0.7338217338217338
4,41,1|6|7|8,0,0.538370612838698
4,41,1|6|7|8,1,0.39620991253644317
4,41,1|6|7|8,2,0.5570672713529857
4,41,1|6|7|8,3,0.486970001675884
4,41,1|6|7|8,4,0.645268295534253
4,42,3|5|9|10,0,0.5087381312783817
4,42,3|5|9|10,1,0.5329042386185243
4,42,3|5|9|10,2,0.6581885856079405
4,42,3|5|9|10,3,0.4093002887523436
4,42,3|5|9|10,4,0.7064444712796362
4,43,2|4|7|9,0,0.5292621664050237
4,43,2|4|7|9,1,0.48646070910221856
4,43,2|4|7|9,2,0.5960724460724461
4,43,2|4|7|9,3,0.45445134575569357
4,43,2|4|7|9,4,0.6273449131513648
4,44,5|6|7|9,0,0.4502747252747253
4,44,5|6|7|9,1,0.4298158983873269
4,44,5|6|7|9,2,0.526395173453997
4,44,5|6|7|9,3,0.30090227301126254
4,44,5|6|7|9,4,0.5273430273430273
4,45,3|4|5|7,0,0.5482339089481947
4,45,3|4|5|7,1,0.5253208330131407
4,45,3|4|5|7,2,0.6048979591836735
4,45,3|4|5|7,3,0.5271739130434783
4,45,3|4|5|7,4,0.6689494445156765
4,46,5|7|8|9,0,0.4208819029072194
4,46,5|7|8|9,1,0.517037584264475
4,46,5|7|8|9,2,0.48288104468475823
4,46,5|7|8|9,3,0.2731495522531007
4,46,5|7|8|9,4,0.49376227637097203
4,47,1|3|5|6,0,0.5841397408561587
4,47,1|3|5|6,1,0.4862015256200327
4,47,1|3|5|6,2,0.5800829207422613
4,47,1|3|5|6,3,0.4948134283299119
4,47,1|3|5|6,4,0.6108843537414966
4,48,4|5|6|10,0,0.4263905325443787
4,48,4|5|6|10,1,0.4609022406902996
4,48,4|5|6|10,2,0.5416806722689076
4,48,4|5|6|10,3,0.4655669960291809
4,48,4|5|6|10,4,0.5251970251970252
4,49,0|2|5|7,0,0.4940492343477418
4,49,0|2|5|7,1,0.48409035409035406
4,49,0|2|5|7,2,0.5681021327765307
4,49,0|2|5|7,3,0.5133863513344714
4,49,0|2|5|7,4,0.6251479289940829
4,50,0|7|8|9,0,0.4312532705389848
4,50,0|7|8|9,1,0.4841864018334607
4,50,0|7|8|9,2,0.44111952121105447
4,50,0|7|8|9,3,0.3645497359783074
4,50,0|7|8|9,4,0.4835339726586411
4,51,0|2|6|8,0,0.49635278514588854
4,51,0|2|6|8,1,0.3564046701301603
4,51,0|2|6|8,2,0.5167980116576949
4,51,0|2|6|8,3,0.46084546084546085
4,51,0|2|6|8,4,0.5954324055159192
4,52,2|3|5|7,0,0.5634057971014492
4,52,2|3|5|7,1,0.5208637516329824
4,52,2|3|5|7,2,0.5937542606277098
4,52,2|3|5|7,3,0.5589038290901645
4,52,2|3|5|7,4,0.5953663291182916
4,53,5|7|8|10,0,0.6031220061989293
4,53,5|7|8|10,1,0.5471663535987539
4,53,5|7|8|10,2,0.47517761107706125
4,53,5|7|8|10,3,0.32334230721327495
4,53,5|7|8|10,4,0.6134697271284235
4,54,3|6|8|9,0,0.5516790186557629
4,54,3|6|8|9,1,0.49534418614653447
4,54,3|6|8|9,2,0.531160663236135
4,54,3|6|8|9,3,0.46103261817547536
4,54,3|6|8|9,4,0.5862818500181137
4,55,0|4|5|9,0,0.4320679320679321
4,55,0|4|5|9,1,0.4762541806020067
4,55,0|4|5|9,2,0.5159125398080663
4,55,0|4|5|9,3,0.39954051796157064
4,55,0|4|5|9,4,0.5552308591466978
4,56,1|4|6|7,0,0.5479638009049774
4,56,1|4|6|7,1,0.5146938775510205
4,56,1|4|6|7,2,0.5224763755188555
4,56,1|4|6|7,3,0.4947008810155362
4,56,1|4|6|7,4,0.671530898251546
4,57,2|3|6|8,0,0.5087676962676962
4,57,2|3|6|8,1,0.4517510707986898
4,57,2|3|6|8,2,0.5426573426573426
4,57,2|3|6|8,3,0.46956521739130436
4,57,2|3|6|8,4,0.668916797488226
4,58,6|7|8|10,0,0.5716064757160647
4,58,6|7|8|10,1,0.5114217973807015
4,58,6|7|8|10,2,0.5622534728176986
4,58,6|7|8|10,3,0.3850036049026676
4,58,6|7|8|10,4,0.6677168718126718
4,59,2|4|8|9,0,0.5598901098901099
4,59,2|4|8|9,1,0.5045209097711149
4,59,2|4|8|9,2,0.6399314970743541
4,59,2|4|8|9,3,0.4129459581514376
4,59,2|4|8|9,4,0.6558332935047555
4,60,0|1|4|8,0,0.4973320876154884
4,60,0|1|4|8,1,0.47356634961676974
4,60,0|1|4|8,2,0.6109132247063283
4,60,0|1|4|8,3,0.4296398046398046
4,60,0|1|4|8,4,0.622357391884875
4,61,5|6|7|8,0,0.5540091586603215
4,61,5|6|7|8,1,0.49534418614653447
4,61,5|6|7|8,2,0.5507246376811593
4,61,5|6|7|8,3,0.3481781376518218
4,61,5|6|7|8,4,0.6174550087593567
4,62,0|1|2|3,0,0.4618809761666904
4,62,0|1|2|3,1,0.462876254180602
4,62,0|1|2|3,2,0.43357535321821034
4,62,0|1|2|3,3,0.36981684981684987
4,62,0|1|2|3,4,0.48960670752438307
4,63,2|4|9|10,0,0.5099746407438716
4,63,2|4|9|10,1,0.5681917592511592
4,63,2|4|9|10,2,0.6132782727990799
4,63,2|4|9|10,3,0.5129655412460842
4,63,2|4|9|10,4,0.7858395103497062
4,64,1|4|6|9,0,0.5982905982905983
4,64,1|4|6|9,1,0.545610666769578
4,64,1|4|6|9,2,0.5388649811726736
4,64,1|4|6|9,3,0.45932598474971353
4,64,1|4|6|9,4,0.6715456674473068
4,65,3|6|7|9,0,0.5241910866910866
4,65,3|6|7|9,1,0.5043000477783086
4,65,3|6|7|9,2,0.625552608311229
4,65,3|6|7|9,3,0.51731893837157
4,65,3|6|7|9,4,0.5604395604395604
4,66,2|5|8|10,0,0.5562463851937537
4,66,2|5|8|10,1,0.48559766763848405
4,66,2|5|8|10,2,0.5357347055460262
4,66,2|5|8|10,3,0.4575250836120402
4,66,2|5|8|10,4,0.6055611055611055
4,67,4|7|9|10,0,0.4308823045086781
4,67,4|7|9|10,1,0.4972572931756605
4,67,4|7|9|10,2,0.49241758241758243
4,67,4|7|9|10,3,0.4797798711072111
4,67,4|7|9|10,4,0.6222430052217286
4,68,0|2|4|8,0,0.4974540545661235
4,68,0|2|4|8,1,0.4054576926993178
4,68,0|2|4|8,2,0.47996583004515314
4,68,0|2|4|8,3,0.4182156826224622
4,68,0|2|4|8,4,0.5220125786163522
4,69,1|3|4|9,0,0.5655119190533356
4,69,1|3|4|9,1,0.5756527967919988
4,69,1|3|4|9,2,0.5540438397581254
4,69,1|3|4|9,3,0.5719280719280719
4,69,1|3|4|9,4,0.6852519893899205
4,70,0|6|7|10,0,0.32633537939140655
4,70,0|6|7|10,1,0.4435480131682663
4,70,0|6|7|10,2,0.516287284144427
4,70,0|6|7|10,3,0.4051182603218802
4,70,0|6|7|10,4,0.5198511166253101
4,71,1|5|6|7,0,0.5705960705960705
4,71,1|5|6|7,1,0.4544534412955466
4,71,1|5|6|7,2,0.5013030087656953
4,71,1|5|6|7,3,0.45445134575569357
4,71,1|5|6|7,4,0.6029844566736248
4,72,2|4|5|6,0,0.5509695783668387
4,72,2|4|5|6,1,0.4256548482963578
4,72,2|4|5|6,2,0.5807762365139415
4,72,2|4|5|6,3,0.4947628624099212
4,72,2|4|5|6,4,0.5795225182980285
4,73,4|8|9|10,0,0.5634551495016611
4,73,4|8|9|10,1,0.5418956043956044
4,73,4|8|9|10,2,0.5237990580847723
4,73,4|8|9|10,3,0.4501365849796112
4,73,4|8|9|10,4,0.7072196096586341
4,74,0|1|4|8,0,0.4973320876154884
4,74,0|1|4|8,1,0.47356634961676974
4,74,0|1|4|8,2,0.6109132247063283
4,74,0|1|4|8,3,0.4296398046398046
4,74,0|1|4|8,4,0.622357391884875
4,75,1|5|6|9,0,0.5526704298740773
4,75,1|5|6|9,1,0.450484536560486
4,75,1|5|6|9,2,0.5166130166130166
4,75,1|5|6|9,3,0.5046811740890688
4,75,1|5|6|9,4,0.631083202511774
4,76,0|1|2|4,0,0.4841864018334607
4,76,0|1|2|4,1,0.4231954320189615
4,76,0|1|2|4,2,0.47374005305039785
4,76,0|1|2|4,3,0.3772002772002772
4,76,0|1|2|4,4,0.4985207100591716
4,77,0|3|6|7,0,0.45970695970695963
4,77,0|3|6|7,1,0.3932433824286744
4,77,0|3|6|7,2,0.4529726683572838
4,77,0|3|6|7,3,0.4644688644688645
4,77,0|3|6|7,4,0.6382245205774617
4,78,0|5|9|10,0,0.38439991381167854
4,78,0|5|9|10,1,0.4430092983939138
4,78,0|5|9|10,2,0.4930489768851838
4,78,0|5|9|10,3,0.3511225616488774
4,78,0|5|9|10,4,0.5215786719546117
4,79,0|1|2|6,0,0.4469870327993898
4,79,0|1|2|6,1,0.31682907365785445
4,79,0|1|2|6,2,0.5433824156861258
4,79,0|1|2|6,3,0.40124349334875653
4,79,0|1|2|6,4,0.491073091557353
4,80,2|4|7|10,0,0.4409340659340659
4,80,2|4|7|10,1,0.46695970695970695
4,80,2|4|7|10,2,0.5697511622992393
4,80,2|4|7|10,3,0.4895676219205631
4,80,2|4|7|10,4,0.7193116960558821
4,81,0|3|8|10,0,0.33010127127774186
4,81,0|3|8|10,1,0.4999155164097853
4,81,0|3|8|10,2,0.45460254031682595
4,81,0|3|8|10,3,0.47809741745668516
4,81,0|3|8|10,4,0.6378156418050035
4,82,5|6|9|10,0,0.4387464387464387
4,82,5|6|9|10,1,0.46463060748775037
4,82,5|6|9|10,2,0.5677933177933178
4,82,5|6|9|10,3,0.3789556023769572
4,82,5|6|9|10,4,0.5704099821746881
4,83,0|3|5|9,0,0.464372050189939
4,83,0|3|5|9,1,0.5061253672516658
4,83,0|3|5|9,2,0.5967560764358794
4,83,0|3|5|9,3,0.38820861678004537
4,83,0|3|5|9,4,0.5930769230769231
4,84,4|6|7|8,0,0.49240830873483926
4,84,4|6|7|8,1,0.5121720676659633
4,84,4|6|7|8,2,0.5264505873001856
4,84,4|6|7|8,3,0.4434731934731935
4,84,4|6|7|8,4,0.7338217338217338
4,85,1|2|3|5,0,0.5090696974258618
4,85,1|2|3|5,1,0.5198439952904238
4,85,1|2|3|5,2,0.5381074658288011
4,85,1|2|3|5,3,0.48414748848118294
4,85,1|2|3|5,4,0.5798319327731093
4,86,0|1|3|7,0,0.4722408026755853
4,86,0|1|3|7,1,0.43029001074113854
4,86,0|1|3|7,2,0.5430087154225085
4,86,0|1|3|7,3,0.539697959904619
4,86,0|1|3|7,4,0.624953993375046
4,87,1|6|7|9,0,0.49658119658119654
4,87,1|6|7|9,1,0.5204947634525099
4,87,1|6|7|9,2,0.5433423719138005
4,87,1|6|7|9,3,0.5047735206291795
4,87,1|6|7|9,4,0.6465104044891279
4,88,0|5|6|10,0,0.3994213381555153
4,88,0|5|6|10,1,0.530298273155416
4,88,0|5|6|10,2,0.5475904647573315
4,88,0|5|6|10,3,0.44969370049928586
4,88,0|5|6|10,4,0.5595307917888563
4,89,1|4|5|10,0,0.47796795285501104
4,89,1|4|5|10,1,0.4712271767857899
4,89,1|4|5|10,2,0.5701357466063348
4,89,1|4|5|10,3,0.46826397646069773
4,89,1|4|5|10,4,0.6572809349622956
4,90,3|8|9|10,0,0.5669125395152792
4,90,3|8|9|10,1,0.5575670840787119
4,90,3|8|9|10,2,0.5511678839159084
4,90,3|8|9|10,3,0.3680591523637727
4,90,3|8|9|10,4,0.7195972798728253
4,91,3|5|9|10,0,0.5087381312783817
4,91,3|5|9|10,1,0.5329042386185243
4,91,3|5|9|10,2,0.6581885856079405
4,91,3|5|9|10,3,0.4093002887523436
4,91,3|5|9|10,4,0.7064444712796362
4,92,1|5|7|10,0,0.5124093593481348
4,92,1|5|7|10,1,0.5428469205213391
4,92,1|5|7|10,2,0.46073646850044364
4,92,1|5|7|10,3,0.5687556570696624
4,92,1|5|7|10,4,0.5835353372118078
4,93,1|6|9|10,0,0.4797025987565451
4,93,1|6|9|10,1,0.4841444270015698
4,93,1|6|9|10,2,0.5876211433119528
4,93,1|6|9|10,3,0.4325913966093876
4,93,1|6|9|10,4,0.6222233315030201
4,94,3|5|6|7,0,0.519725072968647
4,94,3|5|6|7,1,0.4462250712250712
4,94,3|5|6|7,2,0.591971153846154
4,94,3|5|6|7,3,0.43197586726998494
4,94,3|5|6|7,4,0.6415419686696283
4,95,6|8|9|10,0,0.5477226720647773
4,95,6|8|9|10,1,0.499874728446157
4,95,6|8|9|10,2,0.5918174133558749
4,95,6|8|9|10,3,0.4000000000000001
4,95,6|8|9|10,4,0.6255178954724705
4,96,0|3|6|8,0,0.485168426344897
4,96,0|3|6|8,1,0.4183932237307434
4,96,0|3|6|8,2,0.5039632498648892
4,96,0|3|6|8,3,0.4279051765844219
4,96,0|3|6|8,4,0.6537222724225377
4,97,2|3|5|8,0,0.5567765567765568
4,97,2|3|5|8,1,0.5256200941915228
4,97,2|3|5|8,2,0.6088888888888889
4,97,2|3|5|8,3,0.5620964475670538
4,97,2|3|5|8,4,0.6799762737262737
4,98,1|3|4|8,0,0.5836340655952127
4,98,1|3|4|8,1,0.5784852402499461
4,98,1|3|4|8,2,0.5013030087656953
4,98,1|3|4|8,3,0.5318181818181817
4,98,1|3|4|8,4,0.65248034000125
4,99,0|1|2|9,0,0.44933403743472394
4,99,0|1|2|9,1,0.45169116597688025
4,99,0|1|2|9,2,0.4921245421245421
4,99,0|1|2|9,3,0.5031698486545214
4,99,0|1|2|9,4,0.6100037893141341
4,100,0|1|7|10,0,0.48663101604278075
4,100,0|1|7|10,1,0.4838320463320463
4,100,0|1|7|10,2,0.5419723134008848
4,100,0|1|7|10,3,0.5084915084915084
4,100,0|1|7|10,4,0.5856143856143856
4,101,5|7|8|10,0,0.6031220061989293
4,101,5|7|8|10,1,0.5471663535987539
4,101,5|7|8|10,2,0.47517761107706125
4,101,5|7|8|10,3,0.32334230721327495
4,101,5|7|8|10,4,0.6134697271284235
4,102,0|2|6|8,0,0.49635278514588854
4,102,0|2|6|8,1,0.3564046701301603
4,102,0|2|6|8,2,0.5167980116576949
4,102,0|2|6|8,3,0.46084546084546085
4,102,0|2|6|8,4,0.5954324055159192
4,103,6|8|9|10,0,0.5477226720647773
4,103,6|8|9|10,1,0.499874728446157
4,103,6|8|9|10,2,0.5918174133558749
4,103,6|8|9|10,3,0.4000000000000001
4,103,6|8|9|10,4,0.6255178954724705
4,104,0|1|3|8,0,0.43117430514690785
4,104,0|1|3|8,1,0.43376623376623374
4,104,0|1|3|8,2,0.4795009327002981
4,104,0|1|3|8,3,0.47623330695347704
4,104,0|1|3|8,4,0.6387282203807904
4,105,3|6|8|9,0,0.5516790186557629
4,105,3|6|8|9,1,0.49534418614653447
4,105,3|6|8|9,2,0.531160663236135
4,105,3|6|8|9,3,0.46103261817547536
4,105,3|6|8|9,4,0.5862818500181137
4,106,0|2|3|8,0,0.46484704178991365
4,106,0|2|3|8,1,0.45751391465677177
4,106,0|2|3|8,2,0.4800627943485086
4,106,0|2|3|8,3,0.507579826728763
4,106,0|2|3|8,4,0.5942002442002442
4,107,1|3|6|10,0,0.44735264735264735
4,107,1|3|6|10,1,0.5131535131535131
4,107,1|3|6|10,2,0.48288104468475823
4,107,1|3|6|10,3,0.40797297940155086
4,107,1|3|6|10,4,0.5472184065934066
4,108,0|4|5|7,0,0.4671725100296529
4,108,0|4|5|7,1,0.4735785953177258
4,108,0|4|5|7,2,0.43249607535321827
4,108,0|4|5|7,3,0.4449967194862516
4,108,0|4|5|7,4,0.6399558720288837
4,109,2|3|5|8,0,0.5567765567765568
4,109,2|3|5|8,1,0.5256200941915228
4,109,2|3|5|8,2,0.6088888888888889
4,109,2|3|5|8,3,0.5620964475670538
4,109,2|3|5|8,4,0.6799762737262737
4,110,3|5|6|8,0,0.5755661342705877
4,110,3|5|6|8,1,0.4522629138013753
4,110,3|5|6|8,2,0.6847527472527473
4,110,3|5|6|8,3,0.3815099078256974
4,110,3|5|6|8,4,0.6411128553985698
4,111,5|7|8|10,0,0.6031220061989293
4,111,5|7|8|10,1,0.5471663535987539
4,111,5|7|8|10,2,0.47517761107706125
4,111,5|7|8|10,3,0.32334230721327495
4,111,5|7|8|10,4,0.6134697271284235
4,112,1|2|7|8,0,0.509072039072039
4,112,1|2|7|8,1,0.48162672906608217
4,112,1|2|7|8,2,0.5050416616350683
4,112,1|2|7|8,3,0.4429139586768842
4,112,1|2|7|8,4,0.6566685594041217
4,113,0|1|4|7,0,0.44755244755244755
4,113,0|1|4|7,1,0.44505494505494503
4,113,0|1|4|7,2,0.5423728813559322
4,113,0|1|4|7,3,0.4550379198266522
4,113,0|1|4|7,4,0.625
4,114,1|2|4|5,0,0.582192455431892
4,114,1|2|4|5,1,0.5472663981980752
4,114,1|2|4|5,2,0.5783117980920178
4,114,1|2|4|5,3,0.42696367671737123
4,114,1|2|4|5,4,0.5818540433925049
4,115,6|7|8|9,0,0.5108462965605823
4,115,6|7|8|9,1,0.48315736551030675
4,115,6|7|8|9,2,0.48296409472880064
4,115,6|7|8|9,3,0.3715610180629806
4,115,6|7|8|9,4,0.5017304124446982
4,116,0|5|6|10,0,0.3994213381555153
4,116,0|5|6|10,1,0.530298273155416
4,116,0|5|6|10,2,0.5475904647573315
4,116,0|5|6|10,3,0.44969370049928586
4,116,0|5|6|10,4,0.5595307917888563
4,117,0|1|4|9,0,0.5187335289145243
4,117,0|1|4|9,1,0.4581735426805849
4,117,0|1|4|9,2,0.5430410831618769
4,117,0|1|4|9,3,0.5114217973807015
4,117,0|1|4|9,4,0.6545454545454545
4,118,0|1|5|9,0,0.47310206133735544
4,118,0|1|5|9,1,0.5161368895384241
4,118,0|1|5|9,2,0.5162667285479178
4,118,0|1|5|9,3,0.41177690234294007
4,118,0|1|5|9,4,0.5298565840938722
4,119,1|2|6|8,0,0.5414781297134239
4,119,1|2|6|8,1,0.4183932237307434
4,119,1|2|6|8,2,0.5433423719138005
4,119,1|2|6|8,3,0.47018066679083625
4,119,1|2|6|8,4,0.6533385093167703
4,120,5|6|8|10,0,0.553113553113553
4,120,5|6|8|10,1,0.46932009616134
4,120,5|6|8|10,2,0.6293149636433218
4,120,5|6|8|10,3,0.3429465449804433
4,120,5|6|8|10,4,0.6101640499862158
4,121,0|3|6|10,0,0.36572925282602703
4,121,0|3|6|10,1,0.4811347517730497
4,121,0|3|6|10,2,0.40921235721428295
4,121,0|3|6|10,3,0.4212863387219871
4,121,0|3|6|10,4,0.5045036930282832
4,122,1|2|7|8,0,0.509072039072039
4,122,1|2|7|8,1,0.48162672906608217
4,122,1|2|7|8,2,0.5050416616350683
4,122,1|2|7|8,3,0.4429139586768842
4,122,1|2|7|8,4,0.6566685594041217
4,123,0|1|4|8,0,0.4973320876154884
4,123,0|1|4|8,1,0.47356634961676974
4,123,0|1|4|8,2,0.6109132247063283
