# of predictors,i,predictors,fold,cohen_kappa_score
4,103,6|8|9|10,3,0.14789915966386546
4,103,6|8|9|10,4,0.5017421602787456
4,104,0|1|3|8,0,0.15635179153094458
4,104,0|1|3|8,1,0.18181818181818177
4,104,0|1|3|8,2,0.29797492767598843
4,104,0|1|3|8,3,0.247557003257329
4,104,0|1|3|8,4,0.5610226724553786
4,105,3|6|8|9,0,0.3229539818131716
4,105,3|6|8|9,1,0.2686025408348458
4,105,3|6|8|9,2,0.3717948717948718
4,105,3|6|8|9,3,0.2670246521845253
4,105,3|6|8|9,4,0.4670571010248902
4,106,0|2|3|8,0,0.2740497419052088
4,106,0|2|3|8,1,0.23225806451612896
4,106,0|2|3|8,2,0.2962783953600774
4,106,0|2|3|8,3,0.2785412262156448
4,106,0|2|3|8,4,0.4996414056896964
4,107,1|3|6|10,0,0.19469026548672563
4,107,1|3|6|10,1,0.30948509485094844
4,107,1|3|6|10,2,0.29797492767598843
4,107,1|3|6|10,3,0.20249077490774914
4,107,1|3|6|10,4,0.40522875816993464
4,108,0|4|5|7,0,0.25391304347826094
4,108,0|4|5|7,1,0.25943279901356353
4,108,0|4|5|7,2,0.2222222222222222
4,108,0|4|5|7,3,0.1942828231722742
4,108,0|4|5|7,4,0.5578231292517006
4,109,2|3|5|8,0,0.3065650644783119
4,109,2|3|5|8,1,0.3324057677713129
4,109,2|3|5|8,2,0.5085910652920962
4,109,2|3|5|8,3,0.44006891459512676
4,109,2|3|5|8,4,0.6133466633341664
4,110,3|5|6|8,0,0.38095238095238093
4,110,3|5|6|8,1,0.1831238779174147
4,110,3|5|6|8,2,0.6201816842622145
4,110,3|5|6|8,3,0.11089399120664378
4,110,3|5|6|8,4,0.548162859980139
4,111,5|7|8|10,0,0.4014869888475837
4,111,5|7|8|10,1,0.3308823529411765
4,111,5|7|8|10,2,0.28071856287425145
4,111,5|7|8|10,3,0.07624633431085037
4,111,5|7|8|10,4,0.4476115069939298
4,112,1|2|7|8,0,0.2874463248295024
4,112,1|2|7|8,1,0.2716358179089545
4,112,1|2|7|8,2,0.3341463414634147
4,112,1|2|7|8,3,0.23676012461059182
4,112,1|2|7|8,4,0.5691502616496387
4,113,0|1|4|7,0,0.23492673552726395
4,113,0|1|4|7,1,0.21299728193723755
4,113,0|1|4|7,2,0.4151392525589146
4,113,0|1|4|7,3,0.21416234887737484
4,113,0|1|4|7,4,0.538962605548854
4,114,1|2|4|5,0,0.42435424354243545
4,114,1|2|4|5,1,0.3765541740674956
4,114,1|2|4|5,2,0.47398843930635837
4,114,1|2|4|5,3,0.17495711835334482
4,114,1|2|4|5,4,0.4657534246575342
4,115,6|7|8|9,0,0.24250832408435075
4,115,6|7|8|9,1,0.25752167261601233
4,115,6|7|8|9,2,0.28240512567767373
4,115,6|7|8|9,3,0.11900826446280999
4,115,6|7|8|9,4,0.33949894638258005
4,116,0|5|6|10,0,0.10135135135135132
4,116,0|5|6|10,1,0.35132382892057035
4,116,0|5|6|10,2,0.41695416461310986
4,116,0|5|6|10,3,0.19594594594594594
4,116,0|5|6|10,4,0.43505253104106967
4,117,0|1|4|9,0,0.342387241465238
4,117,0|1|4|9,1,0.2261130565282642
4,117,0|1|4|9,2,0.40609137055837563
4,117,0|1|4|9,3,0.28683385579937304
4,117,0|1|4|9,4,0.5828709288299155
4,118,0|1|5|9,0,0.2705410821643287
4,118,0|1|5|9,1,0.3387622149837133
4,118,0|1|5|9,2,0.36424957841483974
4,118,0|1|5|9,3,0.11196712891628136
4,118,0|1|5|9,4,0.3918854415274463
4,119,1|2|6|8,0,0.37364798426745327
4,119,1|2|6|8,1,0.15610510046367843
4,119,1|2|6|8,2,0.4020442930153322
4,119,1|2|6|8,3,0.27586206896551724
4,119,1|2|6|8,4,0.5667752442996743
4,120,5|6|8|10,0,0.3102040816326531
4,120,5|6|8|10,1,0.15464480874316944
4,120,5|6|8|10,2,0.5098743267504489
4,120,5|6|8|10,3,0.08510638297872342
4,120,5|6|8|10,4,0.48
4,121,0|3|6|10,0,0.05733558178752107
4,121,0|3|6|10,1,0.26936026936026936
4,121,0|3|6|10,2,0.16875000000000007
4,121,0|3|6|10,3,0.16230620155038766
4,121,0|3|6|10,4,0.34563758389261745
4,122,1|2|7|8,0,0.2874463248295024
4,122,1|2|7|8,1,0.2716358179089545
4,122,1|2|7|8,2,0.3341463414634147
4,122,1|2|7|8,3,0.23676012461059182
4,122,1|2|7|8,4,0.5691502616496387
4,123,0|1|4|8,0,0.327212020033389
4,123,0|1|4|8,1,0.2663083312973369
4,123,0|1|4|8,2,0.5161913968100531
4,123,0|1|4|8,3,0.1634782608695653
4,123,0|1|4|8,4,0.5374001452432825
4,124,2|4|6|8,0,0.4040302267002519
4,124,2|4|6|8,1,0.2841918294849023
4,124,2|4|6|8,2,0.4670571010248902
4,124,2|4|6|8,3,0.05815672745194678
4,124,2|4|6|8,4,0.5678580354911271
4,125,0|6|7|10,0,-0.05474722564734891
4,125,0|6|7|10,1,0.21531225503004958
4,125,0|6|7|10,2,0.3583758813518113
4,125,0|6|7|10,3,0.10135135135135132
4,125,0|6|7|10,4,0.3829787234042553
4,126,1|6|7|8,0,0.3347258485639687
4,126,1|6|7|8,1,0.09523809523809523
4,126,1|6|7|8,2,0.42320819112627994
4,126,1|6|7|8,3,0.3124543017304411
4,126,1|6|7|8,4,0.5465869456900847
4,127,0|1|3|8,0,0.15635179153094458
4,127,0|1|3|8,1,0.18181818181818177
4,127,0|1|3|8,2,0.29797492767598843
4,127,0|1|3|8,3,0.247557003257329
4,127,0|1|3|8,4,0.5610226724553786
4,128,1|4|7|10,0,0.15237640315261525
4,128,1|4|7|10,1,0.2582171969497764
4,128,1|4|7|10,2,0.40909090909090906
4,128,1|4|7|10,3,0.32268907563025206
4,128,1|4|7|10,4,0.6135398451161629
4,129,2|8|9|10,0,0.41132075471698104
4,129,2|8|9|10,1,0.2850176104036847
4,129,2|8|9|10,2,0.356812088715574
4,129,2|8|9|10,3,0.3886756238003839
4,129,2|8|9|10,4,0.5592658679581952
4,130,0|3|6|10,0,0.05733558178752107
4,130,0|3|6|10,1,0.26936026936026936
4,130,0|3|6|10,2,0.16875000000000007
4,130,0|3|6|10,3,0.16230620155038766
4,130,0|3|6|10,4,0.34563758389261745
4,131,0|3|8|9,0,0.3324057677713129
4,131,0|3|8|9,1,0.2977346278317152
4,131,0|3|8|9,2,0.2515723270440252
4,131,0|3|8|9,3,0.12794612794612803
4,131,0|3|8|9,4,0.5353756382202772
4,132,3|4|6|8,0,0.26655152561888307
4,132,3|4|6|8,1,0.27722264924417117
4,132,3|4|6|8,2,0.2859244727807748
4,132,3|4|6|8,3,0.2784935579781962
4,132,3|4|6|8,4,0.6235093696763203
4,133,2|3|4|8,0,0.42916884474647155
4,133,2|3|4|8,1,0.44540375825292033
4,133,2|3|4|8,2,0.4246108949416343
4,133,2|3|4|8,3,0.40909090909090906
4,133,2|3|4|8,4,0.49334301621883314
4,134,1|2|3|8,0,0.3374340949033392
4,134,1|2|3|8,1,0.371771925338788
4,134,1|2|3|8,2,0.3087478559176673
4,134,1|2|3|8,3,0.3370568237008257
4,134,1|2|3|8,4,0.6229588106263709
4,135,0|1|3|5,0,0.19100838201676407
4,135,0|1|3|5,1,0.23382246812605245
4,135,0|1|3|5,2,0.47424169475204625
4,135,0|1|3|5,3,0.17422867513611617
4,135,0|1|3|5,4,0.4516751024343215
4,136,3|6|8|10,0,0.07559650366170567
4,136,3|6|8|10,1,0.2331460674157304
4,136,3|6|8|10,2,0.3303730017761989
4,136,3|6|8|10,3,0.24425989252564728
4,136,3|6|8|10,4,0.6414499605988968
4,137,0|2|7|10,0,0.11691312384473196
4,137,0|2|7|10,1,0.17508417508417518
4,137,0|2|7|10,2,0.4487521201841531
4,137,0|2|7|10,3,0.3367680321688866
4,137,0|2|7|10,4,0.6412025628388369
4,138,0|6|8|10,0,0.06520768200089333
4,138,0|6|8|10,1,0.2502574665293511
4,138,0|6|8|10,2,0.4814814814814815
4,138,0|6|8|10,3,0.05699481865284972
4,138,0|6|8|10,4,0.48863913999511366
4,139,5|6|8|9,0,0.28306133933595956
4,139,5|6|8|9,1,0.17793594306049831
4,139,5|6|8|9,2,0.427972760607648
4,139,5|6|8|9,3,0.07907742998352552
4,139,5|6|8|9,4,0.41234154508490783
4,140,1|3|5|9,0,0.34879406307977734
4,140,1|3|5|9,1,0.4487632508833922
4,140,1|3|5|9,2,0.40609137055837563
4,140,1|3|5|9,3,0.36742800397219466
4,140,1|3|5|9,4,0.46964545896066057
4,141,1|3|6|8,0,0.34565998972778633
4,141,1|3|6|8,1,0.14220307029356316
4,141,1|3|6|8,2,0.4020442930153322
4,141,1|3|6|8,3,0.42405063291139244
4,141,1|3|6|8,4,0.62387551665451
4,142,2|4|8|9,0,0.38312829525483305
4,142,2|4|8|9,1,0.3114474005369783
4,142,2|4|8|9,2,0.563758389261745
4,142,2|4|8|9,3,0.17697384502566615
4,142,2|4|8|9,4,0.5750798722044729
4,143,3|4|6|8,0,0.26655152561888307
4,143,3|4|6|8,1,0.27722264924417117
4,143,3|4|6|8,2,0.2859244727807748
4,143,3|4|6|8,3,0.2784935579781962
4,143,3|4|6|8,4,0.6235093696763203
4,144,1|2|5|7,0,0.31095406360424027
4,144,1|2|5|7,1,0.33003300330033003
4,144,1|2|5|7,2,0.28767123287671226
4,144,1|2|5|7,3,0.38312829525483305
4,144,1|2|5|7,4,0.519728575018849
4,145,2|4|5|7,0,0.3503314635390108
4,145,2|4|5|7,1,0.3012137726034184
4,145,2|4|5|7,2,0.5166586190246258
4,145,2|4|5|7,3,0.2966841186736475
4,145,2|4|5|7,4,0.5
4,146,0|4|5|7,0,0.25391304347826094
4,146,0|4|5|7,1,0.25943279901356353
4,146,0|4|5|7,2,0.2222222222222222
4,146,0|4|5|7,3,0.1942828231722742
4,146,0|4|5|7,4,0.5578231292517006
4,147,0|1|5|6,0,0.41695416461310986
4,147,0|1|5|6,1,0.16720257234726688
4,147,0|1|5|6,2,0.32495812395309875
4,147,0|1|5|6,3,0.1810481736368449
4,147,0|1|5|6,4,0.4080944350758853
4,148,4|5|9|10,0,-0.024718483932985258
4,148,4|5|9|10,1,0.2885245901639344
4,148,4|5|9|10,2,0.19264892268694545
4,148,4|5|9|10,3,0.27760404137599226
4,148,4|5|9|10,4,0.4742527003265511
4,149,0|4|7|9,0,0.31681681681681684
4,149,0|4|7|9,1,0.25121006776379484
4,149,0|4|7|9,2,0.3089700996677741
4,149,0|4|7|9,3,0.25168203339147777
4,149,0|4|7|9,4,0.5201342281879195
4,150,1|2|4|5,0,0.42435424354243545
4,150,1|2|4|5,1,0.3765541740674956
4,150,1|2|4|5,2,0.47398843930635837
4,150,1|2|4|5,3,0.17495711835334482
4,150,1|2|4|5,4,0.4657534246575342
4,151,1|4|5|10,0,0.24981264051961027
4,151,1|4|5|10,1,0.13959955506117916
4,151,1|4|5|10,2,0.437299035369775
4,151,1|4|5|10,3,0.27655986509274866
4,151,1|4|5|10,4,0.5512587594082533
4,152,3|7|8|10,0,0.2953020134228188
4,152,3|7|8|10,1,0.24284971398855948
4,152,3|7|8|10,2,0.3303730017761989
4,152,3|7|8|10,3,0.26473384030418246
4,152,3|7|8|10,4,0.5989110707803993
4,153,3|4|5|10,0,0.2913840743531776
4,153,3|4|5|10,1,0.31685218741910437
4,153,3|4|5|10,2,0.6135398451161629
4,153,3|4|5|10,3,0.45833333333333337
4,153,3|4|5|10,4,0.6078580481622307
4,154,1|4|5|9,0,0.27586206896551724
4,154,1|4|5|9,1,0.4621171413218699
4,154,1|4|5|9,2,0.3782332845290386
4,154,1|4|5|9,3,0.25589225589225595
4,154,1|4|5|9,4,0.4378552013837411
4,155,3|6|7|9,0,0.3150791590968077
4,155,3|6|7|9,1,0.31818181818181823
4,155,3|6|7|9,2,0.5380710659898478
4,155,3|6|7|9,3,0.35993208828522916
4,155,3|6|7|9,4,0.4192439862542955
4,156,0|3|5|8,0,0.04422332780541738
4,156,0|3|5|8,1,0.1875
4,156,0|3|5|8,2,0.38661531054405396
4,156,0|3|5|8,3,0.09756097560975607
4,156,0|3|5|8,4,0.5567462250365319
4,157,0|2|5|8,0,0.35656565656565664
4,157,0|2|5|8,1,0.2774193548387096
4,157,0|2|5|8,2,0.42960462873674066
4,157,0|2|5|8,3,0.2808219178082192
4,157,0|2|5|8,4,0.511469009272816
4,158,4|5|8|10,0,0.3572689817539729
4,158,4|5|8|10,1,0.3877943296492071
4,158,4|5|8|10,2,0.463745836535998
4,158,4|5|8|10,3,0.31803278688524583
4,158,4|5|8|10,4,0.5517241379310345
4,159,4|5|7|9,0,0.25714285714285723
4,159,4|5|7|9,1,0.2501211827435773
4,159,4|5|7|9,2,0.3107744930368923
4,159,4|5|7|9,3,0.23382246812605245
4,159,4|5|7|9,4,0.506896551724138
4,160,4|5|7|10,0,0.08421610169491534
4,160,4|5|7|10,1,0.2490974729241877
4,160,4|5|7|10,2,0.21725239616613423
4,160,4|5|7|10,3,0.14871671863756286
4,160,4|5|7|10,4,0.4631268436578171
4,161,0|4|9|10,0,0.18454831678372485
4,161,0|4|9|10,1,0.2885245901639344
4,161,0|4|9|10,2,0.2962783953600774
4,161,0|4|9|10,3,0.1350675337668834
4,161,0|4|9|10,4,0.5612343297974928
4,162,2|3|7|10,0,0.3539779681762546
4,162,2|3|7|10,1,0.3500000000000001
4,162,2|3|7|10,2,0.40909090909090906
4,162,2|3|7|10,3,0.5073818897637795
4,162,2|3|7|10,4,0.6176470588235294
4,163,0|1|2|6,0,0.21725239616613423
4,163,0|1|2|6,1,0.02754690097364032
4,163,0|1|2|6,2,0.4072376357056695
4,163,0|1|2|6,3,0.07944732297063906
4,163,0|1|2|6,4,0.31942098914354644
4,164,1|5|7|10,0,0.296028880866426
4,164,1|5|7|10,1,0.3274021352313168
4,164,1|5|7|10,2,0.23868110236220463
4,164,1|5|7|10,3,0.4508810041033068
4,164,1|5|7|10,4,0.4347826086956522
4,165,3|4|5|8,0,0.18444637178375256
4,165,3|4|5|8,1,0.3872053872053872
4,165,3|4|5|8,2,0.5569620253164558
4,165,3|4|5|8,3,0.46496815286624205
4,165,3|4|5|8,4,0.5266286846668318
4,166,0|2|4|6,0,0.28767123287671226
4,166,0|2|4|6,1,0.10344827586206895
4,166,0|2|4|6,2,0.4276729559748428
4,166,0|2|4|6,3,-0.01986754966887405
4,166,0|2|4|6,4,0.45742904841402343
4,167,1|7|8|9,0,0.22543203507866905
4,167,1|7|8|9,1,0.39703153988868267
4,167,1|7|8|9,2,0.24866440019426905
4,167,1|7|8|9,3,0.27690825908981453
4,167,1|7|8|9,4,0.3886538940034835
4,168,1|5|7|10,0,0.296028880866426
4,168,1|5|7|10,1,0.3274021352313168
4,168,1|5|7|10,2,0.23868110236220463
4,168,1|5|7|10,3,0.4508810041033068
4,168,1|5|7|10,4,0.4347826086956522
4,169,3|5|9|10,0,0.23011844331641285
4,169,3|5|9|10,1,0.3443478260869566
4,169,3|5|9|10,2,0.573612823674476
4,169,3|5|9|10,3,0.19043039192113487
4,169,3|5|9|10,4,0.6251287332646756
4,170,2|5|6|10,0,0.22060731897222952
4,170,2|5|6|10,1,0.2883211678832117
4,170,2|5|6|10,2,0.45372686343171587
4,170,2|5|6|10,3,0.25589225589225595
4,170,2|5|6|10,4,0.5570074301819113
4,171,2|4|7|10,0,0.1969949916527547
4,171,2|4|7|10,1,0.19216710182767627
4,171,2|4|7|10,2,0.4408945686900959
4,171,2|4|7|10,3,0.306368330464716
4,171,2|4|7|10,4,0.6536412078152753
4,172,3|7|8|10,0,0.2953020134228188
4,172,3|7|8|10,1,0.24284971398855948
4,172,3|7|8|10,2,0.3303730017761989
4,172,3|7|8|10,3,0.26473384030418246
4,172,3|7|8|10,4,0.5989110707803993
4,173,0|1|7|9,0,0.3022508038585209
4,173,0|1|7|9,1,0.19031141868512103
4,173,0|1|7|9,2,0.31942098914354644
4,173,0|1|7|9,3,0.2989214175654853
4,173,0|1|7|9,4,0.43125
4,174,1|4|6|9,0,0.45735027223230496
4,174,1|4|6|9,1,0.38773984550211815
4,174,1|4|6|9,2,0.3982365907421014
4,174,1|4|6|9,3,0.25409836065573776
4,174,1|4|6|9,4,0.5963528831936915
4,175,2|4|7|10,0,0.1969949916527547
4,175,2|4|7|10,1,0.19216710182767627
4,175,2|4|7|10,2,0.4408945686900959
4,175,2|4|7|10,3,0.306368330464716
4,175,2|4|7|10,4,0.6536412078152753
4,176,1|3|4|9,0,0.407314629258517
4,176,1|3|4|9,1,0.4299674267100977
4,176,1|3|4|9,2,0.4254492472073823
4,176,1|3|4|9,3,0.4330924495389983
4,176,1|3|4|9,4,0.6235093696763203
4,177,5|7|8|10,0,0.4014869888475837
4,177,5|7|8|10,1,0.3308823529411765
4,177,5|7|8|10,2,0.28071856287425145
4,177,5|7|8|10,3,0.07624633431085037
4,177,5|7|8|10,4,0.4476115069939298
4,178,1|2|3|10,0,0.1546572934973638
4,178,1|2|3|10,1,0.4055395871439771
4,178,1|2|3|10,2,0.3111111111111111
4,178,1|2|3|10,3,0.21014161717679314
4,178,1|2|3|10,4,0.2911392405063291
4,179,3|5|7|10,0,0.3013932328689224
4,179,3|5|7|10,1,0.2670246521845253
4,179,3|5|7|10,2,0.4784450535758784
4,179,3|5|7|10,3,0.16874999999999984
4,179,3|5|7|10,4,0.57826982492276
4,180,3|5|6|9,0,0.3102328099621007
4,180,3|5|6|9,1,0.16471188169301387
4,180,3|5|6|9,2,0.5547945205479452
4,180,3|5|6|9,3,0.26415094339622647
4,180,3|5|6|9,4,0.6145028656865188
4,181,3|5|9|10,0,0.23011844331641285
4,181,3|5|9|10,1,0.3443478260869566
4,181,3|5|9|10,2,0.573612823674476
4,181,3|5|9|10,3,0.19043039192113487
4,181,3|5|9|10,4,0.6251287332646756
4,182,1|2|5|10,0,0.25279920378203535
4,182,1|2|5|10,1,0.36983842010771995
4,182,1|2|5|10,2,0.4657534246575342
4,182,1|2|5|10,3,0.2453658536585367
4,182,1|2|5|10,4,0.4755700325732899
4,183,0|3|4|6,0,0.31150534829115584
4,183,0|3|4|6,1,0.32358771060455893
4,183,0|3|4|6,2,0.25531914893617025
4,183,0|3|4|6,3,0.02508492291612241
4,183,0|3|4|6,4,0.3913043478260869
4,184,0|2|3|5,0,0.25168203339147777
4,184,0|2|3|5,1,0.29763627592860586
4,184,0|2|3|5,2,0.4841757203589986
4,184,0|2|3|5,3,0.16942384483742157
4,184,0|2|3|5,4,0.454828660436137
4,185,1|2|8|10,0,0.15479876160990702
4,185,1|2|8|10,1,0.21036024191427816
4,185,1|2|8|10,2,0.43288590604026844
4,185,1|2|8|10,3,0.3174449552383256
4,185,1|2|8|10,4,0.5871975806451613
4,186,0|5|6|8,0,0.33442622950819667
4,186,0|5|6|8,1,0.29173989455184535
4,186,0|5|6|8,2,0.430976430976431
4,186,0|5|6|8,3,-0.0015723270440253234
4,186,0|5|6|8,4,0.33545347467608955
4,187,0|2|6|9,0,0.23492673552726395
4,187,0|2|6|9,1,0.23980343980343988
4,187,0|2|6|9,2,0.38275193798449614
4,187,0|2|6|9,3,0.3207320009631591
4,187,0|2|6|9,4,0.4948105237750422
4,188,3|5|6|9,0,0.3102328099621007
4,188,3|5|6|9,1,0.16471188169301387
4,188,3|5|6|9,2,0.5547945205479452
4,188,3|5|6|9,3,0.26415094339622647
4,188,3|5|6|9,4,0.6145028656865188
4,189,0|5|8|10,0,0.29222222222222227
4,189,0|5|8|10,1,0.19994976136649079
4,189,0|5|8|10,2,0.37549019607843137
4,189,0|5|8|10,3,0.019108280254776955
4,189,0|5|8|10,4,0.4013157894736842
4,190,2|5|6|9,0,0.4321372854914196
4,190,2|5|6|9,1,0.2432432432432432
4,190,2|5|6|9,2,0.39794168096054894
4,190,2|5|6|9,3,0.4991624790619765
4,190,2|5|6|9,4,0.5039643211100099
4,191,0|1|6|8,0,0.21299728193723755
4,191,0|1|6|8,1,0.1026548672566373
4,191,0|1|6|8,2,0.38334946757018395
4,191,0|1|6|8,3,0.2128440366972476
4,191,0|1|6|8,4,0.5820642978003384
4,192,0|5|7|9,0,0.20434673994504116
4,192,0|5|7|9,1,0.2261130565282642
4,192,0|5|7|9,2,0.27760404137599226
4,192,0|5|7|9,3,-0.13143872113676736
4,192,0|5|7|9,4,0.30666666666666664
4,193,0|3|6|8,0,0.25714285714285723
4,193,0|3|6|8,1,0.15610510046367843
4,193,0|3|6|8,2,0.3418514946962392
4,193,0|3|6|8,3,0.13644524236983846
4,193,0|3|6|8,4,0.5818621523579202
4,194,4|7|8|9,0,0.25933202357563845
4,194,4|7|8|9,1,0.40436363636363637
4,194,4|7|8|9,2,0.3029404497158389
4,194,4|7|8|9,3,0.41597337770382703
4,194,4|7|8|9,4,0.5155893536121673
4,195,2|3|8|10,0,0.17292006525285497
4,195,2|3|8|10,1,0.29300776914539406
4,195,2|3|8|10,2,0.34304207119741104
4,195,2|3|8|10,3,0.3982365907421014
4,195,2|3|8|10,4,0.6479236523084859
4,196,0|4|7|9,0,0.31681681681681684
4,196,0|4|7|9,1,0.25121006776379484
4,196,0|4|7|9,2,0.3089700996677741
4,196,0|4|7|9,3,0.25168203339147777
4,196,0|4|7|9,4,0.5201342281879195
4,197,0|1|8|9,0,0.2841918294849023
4,197,0|1|8|9,1,0.20829068577277376
4,197,0|1|8|9,2,0.40980062454960364
4,197,0|1|8|9,3,0.1452145214521452
4,197,0|1|8|9,4,0.4760076775431862
4,198,2|3|5|10,0,0.21609648043317753
4,198,2|3|5|10,1,0.43393879074396624
4,198,2|3|5|10,2,0.5639344262295082
4,198,2|3|5|10,3,0.4178149606299212
4,198,2|3|5|10,4,0.5326142783769903
4,199,0|3|6|8,0,0.25714285714285723
4,199,0|3|6|8,1,0.15610510046367843
4,199,0|3|6|8,2,0.3418514946962392
4,199,0|3|6|8,3,0.13644524236983846
4,199,0|3|6|8,4,0.5818621523579202
4,200,0|2|3|8,0,0.2740497419052088
4,200,0|2|3|8,1,0.23225806451612896
4,200,0|2|3|8,2,0.2962783953600774
4,200,0|2|3|8,3,0.2785412262156448
4,200,0|2|3|8,4,0.4996414056896964
4,201,3|5|6|8,0,0.38095238095238093
4,201,3|5|6|8,1,0.1831238779174147
4,201,3|5|6|8,2,0.6201816842622145
4,201,3|5|6|8,3,0.11089399120664378
4,201,3|5|6|8,4,0.548162859980139
4,202,0|1|4|9,0,0.342387241465238
4,202,0|1|4|9,1,0.2261130565282642
4,202,0|1|4|9,2,0.40609137055837563
4,202,0|1|4|9,3,0.28683385579937304
4,202,0|1|4|9,4,0.5828709288299155
4,203,0|1|4|6,0,0.2991304347826087
4,203,0|1|4|6,1,0.22996515679442509
4,203,0|1|4|6,2,0.432341650671785
4,203,0|1|4|6,3,0.15960217854605718
4,203,0|1|4|6,4,0.3851351351351352
4,204,0|5|7|9,0,0.20434673994504116
4,204,0|5|7|9,1,0.2261130565282642
4,204,0|5|7|9,2,0.27760404137599226
4,204,0|5|7|9,3,-0.13143872113676736
4,204,0|5|7|9,4,0.30666666666666664
4,205,1|4|7|9,0,0.3862103422433175
4,205,1|4|7|9,1,0.36363636363636365
4,205,1|4|7|9,2,0.3782332845290386
4,205,1|4|7|9,3,0.25589225589225595
4,205,1|4|7|9,4,0.5085910652920962
4,206,5|7|9|10,0,0.057251908396946494
4,206,5|7|9|10,1,0.3559633027522935
4,206,5|7|9|10,2,0.23529411764705876
4,206,5|7|9|10,3,0.10149253731343288
4,206,5|7|9|10,4,0.37151702786377705
4,207,0|1|2|10,0,0.12088184295268767
4,207,0|1|2|10,1,0.17021276595744683
4,207,0|1|2|10,2,0.47424169475204625
4,207,0|1|2|10,3,0.08375286041189944
4,207,0|1|2|10,4,0.2928606119475474
4,208,2|4|5|10,0,0.1934306569343066
4,208,2|4|5|10,1,0.22494989979959923
4,208,2|4|5|10,2,0.5515032035485461
4,208,2|4|5|10,3,0.32291666666666663
4,208,2|4|5|10,4,0.5359510453850077
4,209,2|4|5|9,0,0.30680325715786705
4,209,2|4|5|9,1,0.2426229508196721
4,209,2|4|5|9,2,0.42628516003879735
4,209,2|4|5|9,3,0.28767123287671226
4,209,2|4|5|9,4,0.38834951456310685
4,210,0|2|5|10,0,0.16966707768187428
4,210,0|2|5|10,1,0.2186868686868687
4,210,0|2|5|10,2,0.4928519505694209
4,210,0|2|5|10,3,0.15129533678756468
4,210,0|2|5|10,4,0.572347266881029
4,211,0|4|5|8,0,0.21857923497267762
4,211,0|4|5|8,1,0.39448669201520914
4,211,0|4|5|8,2,0.4561319627061917
4,211,0|4|5|8,3,0.2628690880585314
4,211,0|4|5|8,4,0.4898854496709725
4,212,2|4|7|9,0,0.3371012308465209
4,212,2|4|7|9,1,0.2727272727272727
4,212,2|4|7|9,2,0.4928519505694209
4,212,2|4|7|9,3,0.24054982817869408
4,212,2|4|7|9,4,0.5308126687945004
4,213,1|6|8|10,0,0.10197368421052644
4,213,1|6|8|10,1,0.3098591549295774
4,213,1|6|8|10,2,0.5178227360308285
4,213,1|6|8|10,3,0.203307392996109
4,213,1|6|8|10,4,0.5526520051746442
4,214,1|5|7|8,0,0.25724739656628204
4,214,1|5|7|8,1,0.33105196451204055
4,214,1|5|7|8,2,0.2013651877133107
4,214,1|5|7|8,3,0.36760124610591893
4,214,1|5|7|8,4,0.3030157970320728
4,215,1|2|6|10,0,0.22302716688227686
4,215,1|2|6|10,1,0.21160409556313986
4,215,1|2|6|10,2,0.4898854496709725
4,215,1|2|6|10,3,0.10804650102575797
4,215,1|2|6|10,4,0.3303730017761989
4,216,1|3|7|8,0,0.204806116876024
4,216,1|3|7|8,1,0.24284971398855948
4,216,1|3|7|8,2,0.45351909680518854
4,216,1|3|7|8,3,0.3030157970320728
4,216,1|3|7|8,4,0.5515032035485461
4,217,0|3|4|7,0,0.2716358179089545
4,217,0|3|4|7,1,0.36608215229401875
4,217,0|3|4|7,2,0.24550898203592808
4,217,0|3|4|7,3,0.12301587301587291
4,217,0|3|4|7,4,0.5840750541255713
4,218,7|8|9|10,0,0.2605633802816901
4,218,7|8|9|10,1,0.42435424354243545
4,218,7|8|9|10,2,0.370242214532872
4,218,7|8|9|10,3,0.046034639927073795
4,218,7|8|9|10,4,0.43243243243243246
4,219,1|2|9|10,0,0.19550391513008336
4,219,1|2|9|10,1,0.3284132841328413
4,219,1|2|9|10,2,0.40522875816993464
4,219,1|2|9|10,3,0.2519342359767892
4,219,1|2|9|10,4,0.6086516569693903
4,220,5|6|7|9,0,0.18241219711407575
4,220,5|6|7|9,1,0.14375326711970726
4,220,5|6|7|9,2,0.36742800397219466
4,220,5|6|7|9,3,-0.017122473246135472
4,220,5|6|7|9,4,0.3736055067647758
4,221,1|2|4|9,0,0.38032786885245895
4,221,1|2|4|9,1,0.34304207119741104
4,221,1|2|4|9,2,0.40465228979888535
4,221,1|2|4|9,3,0.2774193548387096
4,221,1|2|4|9,4,0.5095541401273884
4,222,1|3|7|9,0,0.36172344689378755
4,222,1|3|7|9,1,0.41107947191302097
4,222,1|3|7|9,2,0.49578414839797635
4,222,1|3|7|9,3,0.363329312424608
4,222,1|3|7|9,4,0.4871355060034306
4,223,1|5|7|8,0,0.25724739656628204
4,223,1|5|7|8,1,0.33105196451204055
4,223,1|5|7|8,2,0.2013651877133107
4,223,1|5|7|8,3,0.36760124610591893
4,223,1|5|7|8,4,0.3030157970320728
4,224,2|7|8|9,0,0.4007092198581561
4,224,2|7|8|9,1,0.3832116788321168
4,224,2|7|8|9,2,0.379746835443038
4,224,2|7|8|9,3,0.36760124610591893
4,224,2|7|8|9,4,0.4172413793103448
4,225,0|4|8|9,0,0.22060731897222952
4,225,0|4|8|9,1,0.32881275279562217
