# of predictors,i,predictors,fold,f1_score_macro
7,11,1|2|6|8|32|34|35,1,0.5551688877604903
7,11,1|2|6|8|32|34|35,2,0.5549067194821246
7,12,6|14|15|22|27|29|35,0,0.5668838579436604
7,12,6|14|15|22|27|29|35,1,0.5599202734773345
7,12,6|14|15|22|27|29|35,2,0.547037959485467
7,13,0|5|12|20|21|22|28,0,0.58760063962052
7,13,0|5|12|20|21|22|28,1,0.5703975500035258
7,13,0|5|12|20|21|22|28,2,0.5721565931815312
7,14,16|21|25|30|33|34|36,0,0.5659786841330722
7,14,16|21|25|30|33|34|36,1,0.5599618311688898
7,14,16|21|25|30|33|34|36,2,0.571165815931011
7,15,4|7|20|23|25|30|34,0,0.5852615935241332
7,15,4|7|20|23|25|30|34,1,0.568502575890884
7,15,4|7|20|23|25|30|34,2,0.5550225900945679
7,16,1|7|17|19|21|25|32,0,0.5565829697730195
7,16,1|7|17|19|21|25|32,1,0.54483036674613
7,16,1|7|17|19|21|25|32,2,0.5717827738026703
7,17,0|5|8|22|26|28|33,0,0.5662239441419478
7,17,0|5|8|22|26|28|33,1,0.5745119135276954
7,17,0|5|8|22|26|28|33,2,0.5565077212568936
7,18,0|1|4|6|9|24|31,0,0.5559077473591122
7,18,0|1|4|6|9|24|31,1,0.5459362375984086
7,18,0|1|4|6|9|24|31,2,0.5375818027392376
7,19,6|16|17|26|29|32|34,0,0.5409084488113484
7,19,6|16|17|26|29|32|34,1,0.5486055313876119
7,19,6|16|17|26|29|32|34,2,0.5383694070379504
7,20,0|2|10|15|22|27|28,0,0.5413283719198861
7,20,0|2|10|15|22|27|28,1,0.5492765830609443
7,20,0|2|10|15|22|27|28,2,0.5525829424925219
7,21,12|15|18|24|28|31|34,0,0.5724799180888406
7,21,12|15|18|24|28|31|34,1,0.5595978321858327
7,21,12|15|18|24|28|31|34,2,0.5620872454170093
7,22,2|8|14|22|24|30|35,0,0.5732852577124482
7,22,2|8|14|22|24|30|35,1,0.5635433619793947
7,22,2|8|14|22|24|30|35,2,0.5604074670907037
7,23,4|19|23|25|28|31|35,0,0.5556848300711001
7,23,4|19|23|25|28|31|35,1,0.5382441307146298
7,23,4|19|23|25|28|31|35,2,0.5588474147130184
7,24,6|20|23|27|28|33|35,0,0.557368014332446
7,24,6|20|23|27|28|33|35,1,0.5539149462794906
7,24,6|20|23|27|28|33|35,2,0.5686599434259872
7,25,9|11|17|20|26|28|35,0,0.5932716031255306
7,25,9|11|17|20|26|28|35,1,0.5733490223924124
7,25,9|11|17|20|26|28|35,2,0.5881143704946452
7,26,13|18|20|23|29|30|31,0,0.5821764225309123
7,26,13|18|20|23|29|30|31,1,0.5775619787543843
7,26,13|18|20|23|29|30|31,2,0.5817527900461692
7,27,5|15|18|24|30|32|35,0,0.5523578294648356
7,27,5|15|18|24|30|32|35,1,0.5564713843844431
7,27,5|15|18|24|30|32|35,2,0.5697160780832332
7,28,17|20|23|24|26|28|30,0,0.5735447256426376
7,28,17|20|23|24|26|28|30,1,0.5606319361246878
7,28,17|20|23|24|26|28|30,2,0.5632482572384765
7,29,1|3|8|16|21|29|33,0,0.5664387268173227
7,29,1|3|8|16|21|29|33,1,0.5698090264004211
7,29,1|3|8|16|21|29|33,2,0.5617901533964176
7,30,0|11|14|15|21|24|34,0,0.5881401554891222
7,30,0|11|14|15|21|24|34,1,0.5677768778813652
7,30,0|11|14|15|21|24|34,2,0.5581071830014329
7,31,8|13|22|24|28|32|35,0,0.5464574966410276
7,31,8|13|22|24|28|32|35,1,0.5675622767425962
7,31,8|13|22|24|28|32|35,2,0.5521657713496805
8,0,7|8|12|18|21|23|25|34,0,0.5808602785059235
8,0,7|8|12|18|21|23|25|34,1,0.5854406484429376
8,0,7|8|12|18|21|23|25|34,2,0.5872736935917071
8,1,5|7|12|14|21|23|30|34,0,0.5864753841983443
8,1,5|7|12|14|21|23|30|34,1,0.5890189379014741
8,1,5|7|12|14|21|23|30|34,2,0.5744485972306856
8,2,5|11|17|23|26|28|29|30,0,0.566525295686601
8,2,5|11|17|23|26|28|29|30,1,0.5553052145425803
8,2,5|11|17|23|26|28|29|30,2,0.5667628546832815
8,3,4|5|13|15|19|26|29|33,0,0.565222966018831
8,3,4|5|13|15|19|26|29|33,1,0.541236749022776
8,3,4|5|13|15|19|26|29|33,2,0.5628181877489182
8,4,1|6|10|25|28|30|31|36,0,0.5831875682644572
8,4,1|6|10|25|28|30|31|36,1,0.5861136301473717
8,4,1|6|10|25|28|30|31|36,2,0.581572980745638
8,5,3|5|7|8|13|19|22|28,0,0.5751631220392904
8,5,3|5|7|8|13|19|22|28,1,0.5596424835136927
8,5,3|5|7|8|13|19|22|28,2,0.5793318612858801
8,6,1|9|15|16|19|29|34|36,0,0.5496631608207848
8,6,1|9|15|16|19|29|34|36,1,0.560984340689707
8,6,1|9|15|16|19|29|34|36,2,0.5664761599444476
8,7,2|15|18|26|29|32|34|35,0,0.5623573116396082
8,7,2|15|18|26|29|32|34|35,1,0.5548529125586855
8,7,2|15|18|26|29|32|34|35,2,0.5614490787461351
8,8,5|8|18|22|24|27|35|36,0,0.5629828515709372
8,8,5|8|18|22|24|27|35|36,1,0.5593999552321554
8,8,5|8|18|22|24|27|35|36,2,0.559328627711941
8,9,5|6|15|17|22|28|30|32,0,0.5817362700294142
8,9,5|6|15|17|22|28|30|32,1,0.5552183805100851
8,9,5|6|15|17|22|28|30|32,2,0.566551872461537
8,10,2|3|6|8|11|30|32|36,0,0.5531125670286601
8,10,2|3|6|8|11|30|32|36,1,0.5598310980122401
8,10,2|3|6|8|11|30|32|36,2,0.5495995728953015
8,11,6|14|15|27|29|32|35|36,0,0.552138633676002
8,11,6|14|15|27|29|32|35|36,1,0.5356695092171773
8,11,6|14|15|27|29|32|35|36,2,0.5558362544611283
8,12,0|5|12|16|20|21|22|28,0,0.5860139300613727
8,12,0|5|12|16|20|21|22|28,1,0.5809135679390302
8,12,0|5|12|16|20|21|22|28,2,0.5990939901947878
8,13,3|4|10|16|25|30|34|35,0,0.5577763109995529
8,13,3|4|10|16|25|30|34|35,1,0.5585236602844389
8,13,3|4|10|16|25|30|34|35,2,0.5768264793885705
8,14,1|12|14|23|25|30|34|35,0,0.5734778199367093
8,14,1|12|14|23|25|30|34|35,1,0.5675662793384949
8,14,1|12|14|23|25|30|34|35,2,0.5571481527702978
8,15,2|7|17|21|22|28|32|34,0,0.5900792321524051
8,15,2|7|17|21|22|28|32|34,1,0.5906453946029981
8,15,2|7|17|21|22|28|32|34,2,0.5861508954911874
8,16,0|1|4|8|17|26|31|33,0,0.563873458009148
8,16,0|1|4|8|17|26|31|33,1,0.5718087417936636
8,16,0|1|4|8|17|26|31|33,2,0.5471656842941671
8,17,1|4|6|12|16|17|24|30,0,0.5636872639984616
8,17,1|4|6|12|16|17|24|30,1,0.5465461994803295
8,17,1|4|6|12|16|17|24|30,2,0.543476445401479
8,18,0|10|14|15|16|22|27|29,0,0.5541048404693005
8,18,0|10|14|15|16|22|27|29,1,0.5673619576654315
8,18,0|10|14|15|16|22|27|29,2,0.5412339770400786
8,19,5|6|12|15|18|22|24|28,0,0.5732798595418171
8,19,5|6|12|15|18|22|24|28,1,0.5689910863250172
8,19,5|6|12|15|18|22|24|28,2,0.5638385320550791
8,20,2|8|14|18|22|24|30|35,0,0.594987665016124
8,20,2|8|14|18|22|24|30|35,1,0.580407098920351
8,20,2|8|14|18|22|24|30|35,2,0.5725279562864575
8,21,4|19|23|25|28|29|31|35,0,0.5661080703857151
8,21,4|19|23|25|28|29|31|35,1,0.5353129178709043
8,21,4|19|23|25|28|29|31|35,2,0.5631469711339634
8,22,4|6|20|23|27|28|33|35,0,0.5712098777312451
8,22,4|6|20|23|27|28|33|35,1,0.5575377253916614
8,22,4|6|20|23|27|28|33|35,2,0.5801291644091483
8,23,15|17|20|23|24|26|28|36,0,0.5639800087860243
8,23,15|17|20|23|24|26|28|36,1,0.5636243063825543
8,23,15|17|20|23|24|26|28|36,2,0.5718715864081719
8,24,2|12|13|18|20|23|29|30,0,0.5882210861921702
8,24,2|12|13|18|20|23|29|30,1,0.5875927965490396
8,24,2|12|13|18|20|23|29|30,2,0.5789411326514339
8,25,10|14|15|17|20|23|24|26,0,0.583561170333993
8,25,10|14|15|17|20|23|24|26,1,0.5610849531749658
8,25,10|14|15|17|20|23|24|26,2,0.5549304595527119
8,26,0|1|3|8|12|17|29|33,0,0.5863081109466032
8,26,0|1|3|8|12|17|29|33,1,0.5836789053032065
8,26,0|1|3|8|12|17|29|33,2,0.5853492618399402
8,27,8|11|15|21|25|28|33|36,0,0.5701644324390941
8,27,8|11|15|21|25|28|33|36,1,0.5840197236785846
8,27,8|11|15|21|25|28|33|36,2,0.5844949088464189
8,28,2|9|13|16|21|24|34|35,0,0.5801835339567902
8,28,2|9|13|16|21|24|34|35,1,0.57122293014837
8,28,2|9|13|16|21|24|34|35,2,0.557243282454592
8,29,7|11|14|15|16|27|30|34,0,0.5512856028632392
8,29,7|11|14|15|16|27|30|34,1,0.5370450319526147
8,29,7|11|14|15|16|27|30|34,2,0.5383622690792361
8,30,6|8|10|11|17|24|26|33,0,0.5589903176262246
8,30,6|8|10|11|17|24|26|33,1,0.5565339774198516
8,30,6|8|10|11|17|24|26|33,2,0.5436579605339579
8,31,0|1|6|9|19|21|26|29,0,0.5448492445322479
8,31,0|1|6|9|19|21|26|29,1,0.5387567430290222
8,31,0|1|6|9|19|21|26|29,2,0.5444392913520386
9,0,7|8|12|14|18|21|23|25|34,0,0.5807707958617118
9,0,7|8|12|14|18|21|23|25|34,1,0.6027229566912969
9,0,7|8|12|14|18|21|23|25|34,2,0.5927484403787914
9,1,5|7|8|12|14|21|23|30|34,0,0.5925514950190056
9,1,5|7|8|12|14|21|23|30|34,1,0.5694265754815396
9,1,5|7|8|12|14|21|23|30|34,2,0.5676758214614082
9,2,5|11|17|19|23|26|28|29|30,0,0.5760859370517036
9,2,5|11|17|19|23|26|28|29|30,1,0.5483306236029508
9,2,5|11|17|19|23|26|28|29|30,2,0.5819691224276586
9,3,4|5|13|15|19|26|29|33|34,0,0.5710444970326808
9,3,4|5|13|15|19|26|29|33|34,1,0.5492376467315737
9,3,4|5|13|15|19|26|29|33|34,2,0.5764717730281982
9,4,1|2|6|10|14|26|28|30|31,0,0.5931863740940687
9,4,1|2|6|10|14|26|28|30|31,1,0.5897071547251277
9,4,1|2|6|10|14|26|28|30|31,2,0.5844261893007007
9,5,0|5|7|9|13|16|17|20|22,0,0.6080553768759979
9,5,0|5|7|9|13|16|17|20|22,1,0.6011243383625732
9,5,0|5|7|9|13|16|17|20|22,2,0.5829444028138315
9,6,1|7|15|16|19|29|32|35|36,0,0.5682804804049568
9,6,1|7|15|16|19|29|32|35|36,1,0.5684087872663647
9,6,1|7|15|16|19|29|32|35|36,2,0.5764577189229046
9,7,8|12|13|15|18|23|33|35|36,0,0.5839020407250589
9,7,8|12|13|15|18|23|33|35|36,1,0.5916483389657267
9,7,8|12|13|15|18|23|33|35|36,2,0.5750290794293745
9,8,5|6|7|10|18|22|28|29|36,0,0.5804719237164347
9,8,5|6|7|10|18|22|28|29|36,1,0.5885484688507092
9,8,5|6|7|10|18|22|28|29|36,2,0.5880092117625996
9,9,1|2|4|6|11|15|32|34|35,0,0.5692034912918577
9,9,1|2|4|6|11|15|32|34|35,1,0.5630188816079161
9,9,1|2|4|6|11|15|32|34|35,2,0.5516631363812756
9,10,6|14|15|25|27|29|32|35|36,0,0.5609161813783177
9,10,6|14|15|25|27|29|32|35|36,1,0.539976858622332
9,10,6|14|15|25|27|29|32|35|36,2,0.5605484086925072
9,11,0|5|12|15|16|20|21|22|28,0,0.587965302686101
9,11,0|5|12|15|16|20|21|22|28,1,0.5946045953038727
9,11,0|5|12|15|16|20|21|22|28,2,0.5997820671038719
9,12,3|4|15|16|20|25|26|34|35,0,0.5663796848626466
9,12,3|4|15|16|20|25|26|34|35,1,0.5826669449926514
9,12,3|4|15|16|20|25|26|34|35,2,0.5593375124361225
9,13,1|3|14|21|23|25|31|34|36,0,0.6068435545473859
9,13,1|3|14|21|23|25|31|34|36,1,0.6200588983600431
9,13,1|3|14|21|23|25|31|34|36,2,0.6003830011069592
9,14,4|5|16|17|21|22|28|32|33,0,0.5945086477336926
9,14,4|5|16|17|21|22|28|32|33,1,0.5874447712988117
9,14,4|5|16|17|21|22|28|32|33,2,0.5914747242796792
9,15,0|1|2|9|24|26|28|31|34,0,0.584426244384005
9,15,0|1|2|9|24|26|28|31|34,1,0.5886715778980363
9,15,0|1|2|9|24|26|28|31|34,2,0.5774057543118736
9,16,5|6|8|12|17|26|29|32|33,0,0.5708291211856096
9,16,5|6|8|12|17|26|29|32|33,1,0.5885322709009374
9,16,5|6|8|12|17|26|29|32|33,2,0.5651457606398038
9,17,0|5|15|18|19|22|23|27|28,0,0.5853896540735268
9,17,0|5|15|18|19|22|23|27|28,1,0.5689839332198717
9,17,0|5|15|18|19|22|23|27|28,2,0.5707658413343124
9,18,12|15|17|18|24|28|31|33|34,0,0.5915924519556709
9,18,12|15|17|18|24|28|31|33|34,1,0.5929663637846141
9,18,12|15|17|18|24|28|31|33|34,2,0.5830452298328801
9,19,4|8|14|18|22|24|30|32|34,0,0.5800462358250559
9,19,4|8|14|18|22|24|30|32|34,1,0.575383354107428
9,19,4|8|14|18|22|24|30|32|34,2,0.5677198916428337
9,20,4|17|19|23|25|29|31|34|36,0,0.5639977415857597
9,20,4|17|19|23|25|29|31|34|36,1,0.5680580573642674
9,20,4|17|19|23|25|29|31|34|36,2,0.5862253313132721
9,21,4|13|14|20|23|27|28|33|36,0,0.5993418093327597
9,21,4|13|14|20|23|27|28|33|36,1,0.592653707149417
9,21,4|13|14|20|23|27|28|33|36,2,0.6011136884803934
9,22,9|14|17|20|23|25|26|28|30,0,0.608718829337889
9,22,9|14|17|20|23|25|26|28|30,1,0.6045127397802185
9,22,9|14|17|20|23|25|26|28|30,2,0.6059958450795858
9,23,2|7|12|13|20|23|30|32|35,0,0.5809858819071249
9,23,2|7|12|13|20|23|30|32|35,1,0.5674602744984152
9,23,2|7|12|13|20|23|30|32|35,2,0.5640984177259187
9,24,0|10|17|20|23|24|26|28|30,0,0.6014169946577128
9,24,0|10|17|20|23|24|26|28|30,1,0.5854900255308423
9,24,0|10|17|20|23|24|26|28|30,2,0.5838573413981655
9,25,0|3|5|7|8|17|24|29|33,0,0.5872188430024923
9,25,0|3|5|7|8|17|24|29|33,1,0.571756039385783
9,25,0|3|5|7|8|17|24|29|33,2,0.570565351173594
9,26,8|21|22|25|26|28|30|32|35,0,0.5871997762498802
9,26,8|21|22|25|26|28|30|32|35,1,0.591861186564291
9,26,8|21|22|25|26|28|30|32|35,2,0.5911158391764036
9,27,2|9|13|15|16|21|24|34|35,0,0.578368363098137
9,27,2|9|13|15|16|21|24|34|35,1,0.5819976327866218
9,27,2|9|13|15|16|21|24|34|35,2,0.581579826851092
9,28,7|11|12|13|14|17|27|30|34,0,0.5730982867510896
9,28,7|11|12|13|14|17|27|30|34,1,0.5779871831427034
9,28,7|11|12|13|14|17|27|30|34,2,0.5764483615017553
9,29,1|6|10|11|14|17|24|32|35,0,0.5669166696592799
9,29,1|6|10|11|14|17|24|32|35,1,0.5667990766281248
9,29,1|6|10|11|14|17|24|32|35,2,0.5618893916666442
9,30,0|4|6|7|9|19|21|26|35,0,0.5566854311634842
9,30,0|4|6|7|9|19|21|26|35,1,0.5552689289849989
9,30,0|4|6|7|9|19|21|26|35,2,0.5619016739120656
9,31,5|6|10|16|19|20|26|27|28,0,0.5838989865973042
9,31,5|6|10|16|19|20|26|27|28,1,0.5545129862192498
9,31,5|6|10|16|19|20|26|27|28,2,0.5745850164668727
10,0,7|8|12|14|18|21|23|25|30|34,0,0.5990157648062006
10,0,7|8|12|14|18|21|23|25|30|34,1,0.592658645879905
10,0,7|8|12|14|18|21|23|25|30|34,2,0.6035550194274383
10,1,0|5|7|8|12|14|21|23|30|34,0,0.6007049786054202
10,1,0|5|7|8|12|14|21|23|30|34,1,0.6090303193566209
10,1,0|5|7|8|12|14|21|23|30|34,2,0.5899247996243705
10,2,2|5|11|17|19|23|26|28|29|30,0,0.5872299792697039
10,2,2|5|11|17|19|23|26|28|29|30,1,0.5713179112405085
10,2,2|5|11|17|19|23|26|28|29|30,2,0.5884752918392061
10,3,3|9|13|14|15|22|26|29|34|35,0,0.6034254864438152
10,3,3|9|13|14|15|22|26|29|34|35,1,0.6095666622371795
10,3,3|9|13|14|15|22|26|29|34|35,2,0.606387617709025
10,4,1|2|10|11|26|27|28|30|31|34,0,0.5853730744737128
10,4,1|2|10|11|26|27|28|30|31|34,1,0.5673174610474546
10,4,1|2|10|11|26|27|28|30|31|34,2,0.5729306464697109
10,5,0|5|7|9|13|16|17|20|31|34,0,0.5952915271979452
10,5,0|5|7|9|13|16|17|20|31|34,1,0.6141835604362044
10,5,0|5|7|9|13|16|17|20|31|34,2,0.5849070825265427
10,6,1|15|16|19|27|29|32|34|35|36,0,0.5659468494646291
10,6,1|15|16|19|27|29|32|34|35|36,1,0.5530681990019012
10,6,1|15|16|19|27|29|32|34|35|36,2,0.5746971789906993
10,7,8|12|13|15|18|19|23|33|35|36,0,0.5884660684109327
10,7,8|12|13|15|18|19|23|33|35|36,1,0.5905285630892788
10,7,8|12|13|15|18|19|23|33|35|36,2,0.5856743990184289
10,8,5|6|7|10|18|22|28|29|30|36,0,0.6159460984474591
10,8,5|6|7|10|18|22|28|29|30|36,1,0.6045851032800987
10,8,5|6|7|10|18|22|28|29|30|36,2,0.6076584672435711
10,9,1|2|4|6|7|11|32|34|35|36,0,0.6063556011668533
10,9,1|2|4|6|7|11|32|34|35|36,1,0.5852338027911924
10,9,1|2|4|6|7|11|32|34|35|36,2,0.5634950213348723
10,10,6|10|14|25|27|29|31|33|35|36,0,0.5424742354877481
10,10,6|10|14|25|27|29|31|33|35|36,1,0.5590347413591538
10,10,6|10|14|25|27|29|31|33|35|36,2,0.5456969983131256
10,11,1|5|12|15|16|19|20|22|27|28,0,0.5634161726075119
10,11,1|5|12|15|16|19|20|22|27|28,1,0.5751758024485102
10,11,1|5|12|15|16|19|20|22|27|28,2,0.5726085932559083
10,12,3|4|15|16|19|20|25|26|34|35,0,0.5697378183700432
10,12,3|4|15|16|19|20|25|26|34|35,1,0.5658062487324996
10,12,3|4|15|16|19|20|25|26|34|35,2,0.5595319756402514
10,13,1|3|8|14|21|23|25|31|34|36,0,0.6211176210134653
10,13,1|3|8|14|21|23|25|31|34|36,1,0.6079850450251497
10,13,1|3|8|14|21|23|25|31|34|36,2,0.6212845080717461
10,14,0|5|8|13|21|22|23|27|28|32,0,0.6016280954570107
10,14,0|5|8|13|21|22|23|27|28|32,1,0.6034969913329021
10,14,0|5|8|13|21|22|23|27|28|32,2,0.5956618646538824
10,15,0|1|3|4|6|8|9|16|24|31,0,0.5786735985875856
10,15,0|1|3|4|6|8|9|16|24|31,1,0.5787595939895476
10,15,0|1|3|4|6|8|9|16|24|31,2,0.579253625480226
10,16,0|10|11|14|15|16|22|27|29|32,0,0.570644101134254
10,16,0|10|11|14|15|16|22|27|29|32,1,0.5882263259251
10,16,0|10|11|14|15|16|22|27|29|32,2,0.5759723763513945
10,17,5|12|15|17|18|24|28|30|31|33,0,0.5978234731105483
10,17,5|12|15|17|18|24|28|30|31|33,1,0.6006528197934532
10,17,5|12|15|17|18|24|28|30|31|33,2,0.5946004398287392
10,18,4|8|12|14|15|17|22|26|28|30,0,0.587095375697626
10,18,4|8|12|14|15|17|22|26|28|30,1,0.5718804915971067
10,18,4|8|12|14|15|17|22|26|28|30,2,0.5806451241680416
10,19,4|11|19|20|25|27|28|30|35|36,0,0.5875327252593481
10,19,4|11|19|20|25|27|28|30|35|36,1,0.5885915111735952
10,19,4|11|19|20|25|27|28|30|35|36,2,0.5803685601288059
10,20,9|10|11|13|15|17|24|26|28|34,0,0.5828176607794155
10,20,9|10|11|13|15|17|24|26|28|34,1,0.5978693413845031
10,20,9|10|11|13|15|17|24|26|28|34,2,0.5981311688663621
10,21,2|7|12|13|18|20|23|29|30|36,0,0.6033204029255795
10,21,2|7|12|13|18|20|23|29|30|36,1,0.5960306734133036
10,21,2|7|12|13|18|20|23|29|30|36,2,0.59995969633513
10,22,0|4|10|17|20|23|24|26|28|30,0,0.6178463621610909
10,22,0|4|10|17|20|23|24|26|28|30,1,0.6117402331280369
10,22,0|4|10|17|20|23|24|26|28|30,2,0.5861190825669677
10,23,0|3|5|7|17|23|24|29|33|36,0,0.6038755915537148
10,23,0|3|5|7|17|23|24|29|33|36,1,0.6028800010413135
10,23,0|3|5|7|17|23|24|29|33|36,2,0.5853255350881913
10,24,8|21|22|24|25|26|28|30|32|35,0,0.6123195440531152
10,24,8|21|22|24|25|26|28|30|32|35,1,0.5995028953191268
10,24,8|21|22|24|25|26|28|30|32|35,2,0.6005126323214317
10,25,2|3|9|13|15|16|21|24|34|35,0,0.5955181700516294
10,25,2|3|9|13|15|16|21|24|34|35,1,0.5884337549942448
10,25,2|3|9|13|15|16|21|24|34|35,2,0.5916438477517661
10,26,5|11|12|14|17|25|26|27|30|34,0,0.5832764899040955
10,26,5|11|12|14|17|25|26|27|30|34,1,0.5719823071846926
10,26,5|11|12|14|17|25|26|27|30|34,2,0.5899589947555492
10,27,1|6|10|11|17|24|29|30|33|36,0,0.5845960437027812
10,27,1|6|10|11|17|24|29|30|33|36,1,0.5836763054350507
10,27,1|6|10|11|17|24|29|30|33|36,2,0.5928911759495978
10,28,0|4|6|8|9|14|18|19|26|35,0,0.5691146962703962
10,28,0|4|6|8|9|14|18|19|26|35,1,0.5710708732324129
10,28,0|4|6|8|9|14|18|19|26|35,2,0.5819960615209817
10,29,5|7|10|13|14|19|21|26|27|28,0,0.5876817917884635
10,29,5|7|10|13|14|19|21|26|27|28,1,0.5912976850533047
10,29,5|7|10|13|14|19|21|26|27|28,2,0.5948867896236317
10,30,1|5|9|16|22|28|29|30|31|34,0,0.6131160377850143
10,30,1|5|9|16|22|28|29|30|31|34,1,0.6049567553771158
10,30,1|5|9|16|22|28|29|30|31|34,2,0.5998140027395581
10,31,0|4|12|13|16|18|19|25|30|36,0,0.5724306983295201
10,31,0|4|12|13|16|18|19|25|30|36,1,0.5907848321032967
10,31,0|4|12|13|16|18|19|25|30|36,2,0.5921259892676545
12,0,3|5|7|8|12|14|18|21|23|25|30|34,0,0.6064499785957757
12,0,3|5|7|8|12|14|18|21|23|25|30|34,1,0.6196549802393012
12,0,3|5|7|8|12|14|18|21|23|25|30|34,2,0.591311274341202
12,1,0|3|5|7|8|12|13|14|21|23|30|34,0,0.6080581502040987
12,1,0|3|5|7|8|12|13|14|21|23|30|34,1,0.6080751521128721
12,1,0|3|5|7|8|12|13|14|21|23|30|34,2,0.5846345464880809
12,2,2|5|11|14|17|19|23|25|26|28|29|30,0,0.6225023244411108
12,2,2|5|11|14|17|19|23|25|26|28|29|30,1,0.5984777436065835
12,2,2|5|11|14|17|19|23|25|26|28|29|30,2,0.605408562465512
12,3,3|5|9|13|14|15|21|22|26|30|35|36,0,0.6246142657708176
12,3,3|5|9|13|14|15|21|22|26|30|35|36,1,0.6195348427701011
12,3,3|5|9|13|14|15|21|22|26|30|35|36,2,0.6192427055316827
12,4,2|3|6|17|22|26|27|28|29|30|32|34,0,0.608409174234856
12,4,2|3|6|17|22|26|27|28|29|30|32|34,1,0.6002984465139682
12,4,2|3|6|17|22|26|27|28|29|30|32|34,2,0.5913962725928624
12,5,1|5|7|9|14|16|19|20|27|29|34|35,0,0.6236385288152958
12,5,1|5|7|9|14|16|19|20|27|29|34|35,1,0.6213205569921106
12,5,1|5|7|9|14|16|19|20|27|29|34|35,2,0.6151919716210862
12,6,2|4|9|15|18|26|27|28|32|33|35|36,0,0.587648715187422
12,6,2|4|9|15|18|26|27|28|32|33|35|36,1,0.5791165922384115
12,6,2|4|9|15|18|26|27|28|32|33|35|36,2,0.5775838560666128
12,7,2|3|7|10|18|20|22|24|27|28|34|36,0,0.6206854878454734
12,7,2|3|7|10|18|20|22|24|27|28|34|36,1,0.6193445001639494
12,7,2|3|7|10|18|20|22|24|27|28|34|36,2,0.5952634382839115
12,8,1|2|4|6|7|11|14|17|32|34|35|36,0,0.5846736769580905
12,8,1|2|4|6|7|11|14|17|32|34|35|36,1,0.5945148459929868
12,8,1|2|4|6|7|11|14|17|32|34|35|36,2,0.582869530631188
12,9,0|2|6|10|11|14|16|21|27|28|31|36,0,0.6026146332655439
12,9,0|2|6|10|11|14|16|21|27|28|31|36,1,0.6020876944956656
12,9,0|2|6|10|11|14|16|21|27|28|31|36,2,0.5924273352050918
12,10,3|4|10|12|15|16|19|25|26|30|34|35,0,0.5979187155853141
12,10,3|4|10|12|15|16|19|25|26|30|34|35,1,0.5740399217751674
12,10,3|4|10|12|15|16|19|25|26|30|34|35,2,0.5874053047245229
12,11,1|7|8|10|11|14|16|19|23|25|34|36,0,0.6049510834839796
12,11,1|7|8|10|11|14|16|19|23|25|34|36,1,0.6077036724505431
12,11,1|7|8|10|11|14|16|19|23|25|34|36,2,0.5809191321906314
12,12,0|1|2|4|5|8|12|15|17|26|31|33,0,0.6029410125617919
12,12,0|1|2|4|5|8|12|15|17|26|31|33,1,0.6028977034053108
12,12,0|1|2|4|5|8|12|15|17|26|31|33,2,0.6040635862534093
12,13,5|6|8|12|13|17|24|26|27|29|32|33,0,0.5956049922819555
12,13,5|6|8|12|13|17|24|26|27|29|32|33,1,0.6003269924075973
12,13,5|6|8|12|13|17|24|26|27|29|32|33,2,0.5933849800966376
12,14,0|5|14|15|17|20|21|22|24|28|33|36,0,0.6244302077107713
12,14,0|5|14|15|17|20|21|22|24|28|33|36,1,0.6055614648003159
12,14,0|5|14|15|17|20|21|22|24|28|33|36,2,0.6166436268103738
12,15,4|7|12|18|21|23|24|25|28|30|33|35,0,0.6217193624597258
12,15,4|7|12|18|21|23|24|25|28|30|33|35,1,0.6118377969232957
12,15,4|7|12|18|21|23|24|25|28|30|33|35,2,0.5920177049392036
12,16,2|4|9|17|22|23|25|28|29|31|32|33,0,0.5914262642253196
12,16,2|4|9|17|22|23|25|28|29|31|32|33,1,0.5949911859117264
12,16,2|4|9|17|22|23|25|28|29|31|32|33,2,0.5910322306159678
12,17,4|8|13|14|20|23|27|28|31|33|34|36,0,0.6096710865879579
12,17,4|8|13|14|20|23|27|28|31|33|34|36,1,0.6096993607410294
12,17,4|8|13|14|20|23|27|28|31|33|34|36,2,0.6017442585856964
12,18,6|10|17|18|20|23|26|29|30|31|35|36,0,0.591874778889793
12,18,6|10|17|18|20|23|26|29|30|31|35|36,1,0.597961862731179
12,18,6|10|17|18|20|23|26|29|30|31|35|36,2,0.5919159704401408
12,19,5|10|12|13|15|18|22|24|25|30|32|35,0,0.6011285457867456
12,19,5|10|12|13|15|18|22|24|25|30|32|35,1,0.6037713166849755
12,19,5|10|12|13|15|18|22|24|25|30|32|35,2,0.5955952811364171
12,20,1|8|14|16|17|19|21|22|23|28|30|32,0,0.6156084128779519
12,20,1|8|14|16|17|19|21|22|23|28|30|32,1,0.5724230534440172
12,20,1|8|14|16|17|19|21|22|23|28|30|32,2,0.6148768296713235
12,21,0|4|11|14|15|16|20|21|24|27|31|34,0,0.585062595547621
12,21,0|4|11|14|15|16|20|21|24|27|31|34,1,0.5970139451482992
12,21,0|4|11|14|15|16|20|21|24|27|31|34,2,0.5783889495424042
12,22,1|3|9|13|15|16|17|21|22|24|28|33,0,0.6220847314538828
12,22,1|3|9|13|15|16|17|21|22|24|28|33,1,0.6090320538073425
12,22,1|3|9|13|15|16|17|21|22|24|28|33,2,0.6007784399619392
