# of predictors,i,predictors,fold,balanced_accuracy
2,137,4|8,0,0.6346153846153846
2,137,4|8,1,0.6602272727272727
2,137,4|8,2,0.7182539682539683
2,137,4|8,3,0.5536656891495602
2,137,4|8,4,0.7604477611940299
2,138,0|7,0,0.5522796352583587
2,138,0|7,1,0.5592691622103387
2,138,0|7,2,0.6320257611241218
2,138,0|7,3,0.45606884057971014
2,138,0|7,4,0.6673076923076924
2,139,5|8,0,0.570952380952381
2,139,5|8,1,0.6545250320924262
2,139,5|8,2,0.6615384615384615
2,139,5|8,3,0.5496785505552308
2,139,5|8,4,0.7255052051439069
2,140,6|8,0,0.6516367137355584
2,140,6|8,1,0.6220146968769137
2,140,6|8,2,0.7230769230769231
2,140,6|8,3,0.4942815249266862
2,140,6|8,4,0.7580547112462006
2,141,1|2,0,0.6019047619047619
2,141,1|2,1,0.627910447761194
2,141,1|2,2,0.7156030444964872
2,141,1|2,3,0.5477203647416413
2,141,1|2,4,0.7057692307692307
2,142,0|9,0,0.619756838905775
2,142,0|9,1,0.6443577430972389
2,142,0|9,2,0.7010520163646989
2,142,0|9,3,0.45606884057971014
2,142,0|9,4,0.7076923076923076
2,143,2|3,0,0.6487012987012987
2,143,2|3,1,0.6426630434782609
2,143,2|3,2,0.606140350877193
2,143,2|3,3,0.5759878419452887
2,143,2|3,4,0.6587976539589442
2,144,4|9,0,0.641904761904762
2,144,4|9,1,0.6652380952380952
2,144,4|9,2,0.7083577712609971
2,144,4|9,3,0.5714917452830188
2,144,4|9,4,0.7876650660264106
2,145,9|10,0,0.6666666666666667
2,145,9|10,1,0.6367137355584083
2,145,9|10,2,0.6721884498480244
2,145,9|10,3,0.48289473684210527
2,145,9|10,4,0.625160462130937
2,146,2|6,0,0.6750471401634193
2,146,2|6,1,0.5516934046345812
2,146,2|6,2,0.7074063231850116
2,146,2|6,3,0.6145833333333333
2,146,2|6,4,0.7553475935828877
2,147,4|9,0,0.641904761904762
2,147,4|9,1,0.6652380952380952
2,147,4|9,2,0.7083577712609971
2,147,4|9,3,0.5714917452830188
2,147,4|9,4,0.7876650660264106
2,148,1|6,0,0.6319444444444444
2,148,1|6,1,0.5311942959001783
2,148,1|6,2,0.750733137829912
2,148,1|6,3,0.6118659420289856
2,148,1|6,4,0.7247899159663866
2,149,3|10,0,0.6147568287808127
2,149,3|10,1,0.6114285714285714
2,149,3|10,2,0.5186567164179104
2,149,3|10,3,0.6615384615384616
2,149,3|10,4,0.587386018237082
2,150,3|7,0,0.6611039794608472
2,150,3|7,1,0.591337386018237
2,150,3|7,2,0.6352459016393442
2,150,3|7,3,0.5961538461538461
2,150,3|7,4,0.723134328358209
2,151,8|10,0,0.6358024691358024
2,151,8|10,1,0.6794871794871795
2,151,8|10,2,0.7875076546233926
2,151,8|10,3,0.5409117475160725
2,151,8|10,4,0.7314285714285714
2,152,2|8,0,0.6775483011325782
2,152,2|8,1,0.5736111111111111
2,152,2|8,2,0.6820459905660378
2,152,2|8,3,0.6494708994708995
2,152,2|8,4,0.7355223880597015
2,153,9|10,0,0.6666666666666667
2,153,9|10,1,0.6367137355584083
2,153,9|10,2,0.6721884498480244
2,153,9|10,3,0.48289473684210527
2,153,9|10,4,0.625160462130937
2,154,5|7,0,0.5736111111111111
2,154,5|7,1,0.6236111111111111
2,154,5|7,2,0.6356304985337243
2,154,5|7,3,0.4298245614035088
2,154,5|7,4,0.7055555555555556
2,155,4|7,0,0.6004761904761905
2,155,4|7,1,0.6172166874221668
2,155,4|7,2,0.5951754385964912
2,155,4|7,3,0.6593455188679245
2,155,4|7,4,0.7599039615846338
2,156,0|2,0,0.6212492345376608
2,156,0|2,1,0.573076923076923
2,156,0|2,2,0.6338709677419355
2,156,0|2,3,0.595065996228787
2,156,0|2,4,0.6763157894736842
2,157,8|9,0,0.6858974358974359
2,157,8|9,1,0.7
2,157,8|9,2,0.6610447761194029
2,157,8|9,3,0.5151957919345412
2,157,8|9,4,0.6888888888888889
2,158,3|4,0,0.7333119383825417
2,158,3|4,1,0.6266499057196732
2,158,3|4,2,0.5539158386908241
2,158,3|4,3,0.5869565217391304
2,158,3|4,4,0.6142228739002933
2,159,1|4,0,0.6439346323067253
2,159,1|4,1,0.5875
2,159,1|4,2,0.7166666666666667
2,159,1|4,3,0.5733695652173914
2,159,1|4,4,0.7173076923076923
2,160,4|6,0,0.660958904109589
2,160,4|6,1,0.5598591549295775
2,160,4|6,2,0.6640350877192982
2,160,4|6,3,0.5724789915966386
2,160,4|6,4,0.7250445632798574
2,161,0|6,0,0.6350540216086434
2,161,0|6,1,0.5396521226415094
2,161,0|6,2,0.6857435597189696
2,161,0|6,3,0.5057596513075966
2,161,0|6,4,0.7076719576719577
2,162,9|10,0,0.6666666666666667
2,162,9|10,1,0.6367137355584083
2,162,9|10,2,0.6721884498480244
2,162,9|10,3,0.48289473684210527
2,162,9|10,4,0.625160462130937
2,163,5|7,0,0.5736111111111111
2,163,5|7,1,0.6236111111111111
2,163,5|7,2,0.6356304985337243
2,163,5|7,3,0.4298245614035088
2,163,5|7,4,0.7055555555555556
2,164,6|7,0,0.6542652552926526
2,164,6|7,1,0.5653731343283582
2,164,6|7,2,0.7112903225806452
2,164,6|7,3,0.5467275943396226
2,164,6|7,4,0.7446417636252296
2,165,1|2,0,0.6019047619047619
2,165,1|2,1,0.627910447761194
2,165,1|2,2,0.7156030444964872
2,165,1|2,3,0.5477203647416413
2,165,1|2,4,0.7057692307692307
2,166,5|6,0,0.6594224924012159
2,166,5|6,1,0.5237082066869301
2,166,5|6,2,0.7183284457478005
2,166,5|6,3,0.5903596698113207
2,166,5|6,4,0.7293313069908814
2,167,4|10,0,0.7115384615384615
2,167,4|10,1,0.6730769230769231
2,167,4|10,2,0.5663992869875223
2,167,4|10,3,0.5739976415094339
2,167,4|10,4,0.6244641763625229
2,168,4|9,0,0.641904761904762
2,168,4|9,1,0.6652380952380952
2,168,4|9,2,0.7083577712609971
2,168,4|9,3,0.5714917452830188
2,168,4|9,4,0.7876650660264106
2,169,8|10,0,0.6358024691358024
2,169,8|10,1,0.6794871794871795
2,169,8|10,2,0.7875076546233926
2,169,8|10,3,0.5409117475160725
2,169,8|10,4,0.7314285714285714
2,170,0|4,0,0.7120060790273557
2,170,0|4,1,0.6188449848024316
2,170,0|4,2,0.5277777777777778
2,170,0|4,3,0.6080323785803238
2,170,0|4,4,0.6
2,171,1|8,0,0.6321428571428571
2,171,1|8,1,0.5722222222222222
2,171,1|8,2,0.6903846153846154
2,171,1|8,3,0.6322751322751323
2,171,1|8,4,0.7758152173913043
2,172,4|6,0,0.660958904109589
2,172,4|6,1,0.5598591549295775
2,172,4|6,2,0.6640350877192982
2,172,4|6,3,0.5724789915966386
2,172,4|6,4,0.7250445632798574
2,173,1|5,0,0.6719228413962033
2,173,1|5,1,0.644978567054501
2,173,1|5,2,0.6961876832844575
2,173,1|5,3,0.6730769230769231
2,173,1|5,4,0.7164855072463768
2,174,2|5,0,0.6382316313823163
2,174,2|5,1,0.6270667483159829
2,174,2|5,2,0.7066744730679158
2,174,2|5,3,0.6557692307692308
2,174,2|5,4,0.7604477611940299
2,175,0|1,0,0.6100543478260869
2,175,0|1,1,0.5846153846153846
2,175,0|1,2,0.7713700234192038
2,175,0|1,3,0.576681332495286
2,175,0|1,4,0.7203812316715543
2,176,4|9,0,0.641904761904762
2,176,4|9,1,0.6652380952380952
2,176,4|9,2,0.7083577712609971
2,176,4|9,3,0.5714917452830188
2,176,4|9,4,0.7876650660264106
2,177,0|6,0,0.6350540216086434
2,177,0|6,1,0.5396521226415094
2,177,0|6,2,0.6857435597189696
2,177,0|6,3,0.5057596513075966
2,177,0|6,4,0.7076719576719577
2,178,3|8,0,0.597601598934044
2,178,3|8,1,0.5839094908862351
2,178,3|8,2,0.6173349056603774
2,178,3|8,3,0.6084656084656084
2,178,3|8,4,0.7205882352941176
2,179,7|9,0,0.641904761904762
2,179,7|9,1,0.5976729944886712
2,179,7|9,2,0.6849941037735849
2,179,7|9,3,0.4635964912280702
2,179,7|9,4,0.6466376089663761
2,180,5|10,0,0.5123809523809524
2,180,5|10,1,0.6696428571428572
2,180,5|10,2,0.6733193277310925
2,180,5|10,3,0.5175438596491228
2,180,5|10,4,0.660952380952381
2,181,0|5,0,0.5726865671641791
2,181,0|5,1,0.6218297101449275
2,181,0|5,2,0.696135831381733
2,181,0|5,3,0.473731884057971
2,181,0|5,4,0.6882370283018868
2,182,2|6,0,0.6750471401634193
2,182,2|6,1,0.5516934046345812
2,182,2|6,2,0.7074063231850116
2,182,2|6,3,0.6145833333333333
2,182,2|6,4,0.7553475935828877
2,183,0|1,0,0.6100543478260869
2,183,0|1,1,0.5846153846153846
2,183,0|1,2,0.7713700234192038
2,183,0|1,3,0.576681332495286
2,183,0|1,4,0.7203812316715543
2,184,2|7,0,0.701379974326059
2,184,2|7,1,0.6277010804321729
2,184,2|7,2,0.6880854800936769
2,184,2|7,3,0.7230769230769232
2,184,2|7,4,0.8023709483793517
2,185,2|4,0,0.6835686777920411
2,185,2|4,1,0.6277777777777778
2,185,2|4,2,0.6564874342489772
2,185,2|4,3,0.5620471014492754
2,185,2|4,4,0.6388888888888888
2,186,0|10,0,0.5219489414694893
2,186,0|10,1,0.5424066135946112
2,186,0|10,2,0.5712609970674487
2,186,0|10,3,0.5620471014492754
2,186,0|10,4,0.509453781512605
2,187,3|8,0,0.597601598934044
2,187,3|8,1,0.5839094908862351
2,187,3|8,2,0.6173349056603774
2,187,3|8,3,0.6084656084656084
2,187,3|8,4,0.7205882352941176
2,188,5|9,0,0.6305555555555555
2,188,5|9,1,0.6593337523570082
2,188,5|9,2,0.6693691037735849
2,188,5|9,3,0.5346491228070176
2,188,5|9,4,0.6736111111111112
2,189,5|6,0,0.6594224924012159
2,189,5|6,1,0.5237082066869301
2,189,5|6,2,0.7183284457478005
2,189,5|6,3,0.5903596698113207
2,189,5|6,4,0.7293313069908814
2,190,0|5,0,0.5726865671641791
2,190,0|5,1,0.6218297101449275
2,190,0|5,2,0.696135831381733
2,190,0|5,3,0.473731884057971
2,190,0|5,4,0.6882370283018868
2,191,3|5,0,0.6109900373599004
2,191,3|5,1,0.6058530510585305
2,191,3|5,2,0.7237997658079625
2,191,3|5,3,0.5480769230769231
2,191,3|5,4,0.7361853832442068
2,192,4|8,0,0.6346153846153846
2,192,4|8,1,0.6602272727272727
2,192,4|8,2,0.7182539682539683
2,192,4|8,3,0.5536656891495602
2,192,4|8,4,0.7604477611940299
2,193,6|7,0,0.6542652552926526
2,193,6|7,1,0.5653731343283582
2,193,6|7,2,0.7112903225806452
2,193,6|7,3,0.5467275943396226
2,193,6|7,4,0.7446417636252296
2,194,1|3,0,0.6152380952380953
2,194,1|3,1,0.6100543478260869
2,194,1|3,2,0.671692037470726
2,194,1|3,3,0.6047112462006079
2,194,1|3,4,0.6970813679245282
2,195,5|10,0,0.5123809523809524
2,195,5|10,1,0.6696428571428572
2,195,5|10,2,0.6733193277310925
2,195,5|10,3,0.5175438596491228
2,195,5|10,4,0.660952380952381
2,196,1|2,0,0.6019047619047619
2,196,1|2,1,0.627910447761194
2,196,1|2,2,0.7156030444964872
2,196,1|2,3,0.5477203647416413
2,196,1|2,4,0.7057692307692307
2,197,0|9,0,0.619756838905775
2,197,0|9,1,0.6443577430972389
2,197,0|9,2,0.7010520163646989
2,197,0|9,3,0.45606884057971014
2,197,0|9,4,0.7076923076923076
2,198,3|7,0,0.6611039794608472
2,198,3|7,1,0.591337386018237
2,198,3|7,2,0.6352459016393442
2,198,3|7,3,0.5961538461538461
2,198,3|7,4,0.723134328358209
2,199,6|7,0,0.6542652552926526
2,199,6|7,1,0.5653731343283582
2,199,6|7,2,0.7112903225806452
2,199,6|7,3,0.5467275943396226
2,199,6|7,4,0.7446417636252296
2,200,1|7,0,0.6439346323067253
2,200,1|7,1,0.6509603841536614
2,200,1|7,2,0.6881231671554252
2,200,1|7,3,0.6499999999999999
2,200,1|7,4,0.747112462006079
2,201,5|10,0,0.5123809523809524
2,201,5|10,1,0.6696428571428572
2,201,5|10,2,0.6733193277310925
2,201,5|10,3,0.5175438596491228
2,201,5|10,4,0.660952380952381
2,202,0|6,0,0.6350540216086434
2,202,0|6,1,0.5396521226415094
2,202,0|6,2,0.6857435597189696
2,202,0|6,3,0.5057596513075966
2,202,0|6,4,0.7076719576719577
2,203,1|5,0,0.6719228413962033
2,203,1|5,1,0.644978567054501
2,203,1|5,2,0.6961876832844575
2,203,1|5,3,0.6730769230769231
2,203,1|5,4,0.7164855072463768
2,204,1|4,0,0.6439346323067253
2,204,1|4,1,0.5875
2,204,1|4,2,0.7166666666666667
2,204,1|4,3,0.5733695652173914
2,204,1|4,4,0.7173076923076923
2,205,3|9,0,0.7286585365853658
2,205,3|9,1,0.6458333333333334
2,205,3|9,2,0.6547619047619048
2,205,3|9,3,0.5230769230769231
2,205,3|9,4,0.7504477611940299
2,206,3|10,0,0.6147568287808127
2,206,3|10,1,0.6114285714285714
2,206,3|10,2,0.5186567164179104
2,206,3|10,3,0.6615384615384616
2,206,3|10,4,0.587386018237082
2,207,5|9,0,0.6305555555555555
2,207,5|9,1,0.6593337523570082
2,207,5|9,2,0.6693691037735849
2,207,5|9,3,0.5346491228070176
2,207,5|9,4,0.6736111111111112
2,208,3|5,0,0.6109900373599004
2,208,3|5,1,0.6058530510585305
2,208,3|5,2,0.7237997658079625
2,208,3|5,3,0.5480769230769231
2,208,3|5,4,0.7361853832442068
2,209,1|7,0,0.6439346323067253
2,209,1|7,1,0.6509603841536614
2,209,1|7,2,0.6881231671554252
2,209,1|7,3,0.6499999999999999
2,209,1|7,4,0.747112462006079
2,210,5|9,0,0.6305555555555555
2,210,5|9,1,0.6593337523570082
2,210,5|9,2,0.6693691037735849
2,210,5|9,3,0.5346491228070176
2,210,5|9,4,0.6736111111111112
2,211,7|9,0,0.641904761904762
2,211,7|9,1,0.5976729944886712
2,211,7|9,2,0.6849941037735849
2,211,7|9,3,0.4635964912280702
2,211,7|9,4,0.6466376089663761
2,212,1|6,0,0.6319444444444444
2,212,1|6,1,0.5311942959001783
2,212,1|6,2,0.750733137829912
2,212,1|6,3,0.6118659420289856
2,212,1|6,4,0.7247899159663866
2,213,1|3,0,0.6152380952380953
2,213,1|3,1,0.6100543478260869
2,213,1|3,2,0.671692037470726
2,213,1|3,3,0.6047112462006079
2,213,1|3,4,0.6970813679245282
2,214,5|7,0,0.5736111111111111
2,214,5|7,1,0.6236111111111111
2,214,5|7,2,0.6356304985337243
2,214,5|7,3,0.4298245614035088
2,214,5|7,4,0.7055555555555556
2,215,6|10,0,0.5767008985879333
2,215,6|10,1,0.5680555555555555
2,215,6|10,2,0.6643157262905162
2,215,6|10,3,0.4705188679245283
2,215,6|10,4,0.6318353236957888
2,216,8|10,0,0.6358024691358024
2,216,8|10,1,0.6794871794871795
2,216,8|10,2,0.7875076546233926
2,216,8|10,3,0.5409117475160725
2,216,8|10,4,0.7314285714285714
2,217,6|10,0,0.5767008985879333
2,217,6|10,1,0.5680555555555555
2,217,6|10,2,0.6643157262905162
2,217,6|10,3,0.4705188679245283
2,217,6|10,4,0.6318353236957888
2,218,0|3,0,0.5598591549295775
2,218,0|3,1,0.5985074626865672
2,218,0|3,2,0.5107038123167156
2,218,0|3,3,0.5707102451288497
2,218,0|3,4,0.5958503798947984
2,219,6|9,0,0.6358966376089663
2,219,6|9,1,0.5819746376811594
2,219,6|9,2,0.7272995283018868
2,219,6|9,3,0.5421580188679245
2,219,6|9,4,0.7516840171463564
2,220,8|9,0,0.6858974358974359
2,220,8|9,1,0.7
2,220,8|9,2,0.6610447761194029
2,220,8|9,3,0.5151957919345412
2,220,8|9,4,0.6888888888888889
2,221,2|6,0,0.6750471401634193
2,221,2|6,1,0.5516934046345812
2,221,2|6,2,0.7074063231850116
2,221,2|6,3,0.6145833333333333
2,221,2|6,4,0.7553475935828877
2,222,3|5,0,0.6109900373599004
2,222,3|5,1,0.6058530510585305
2,222,3|5,2,0.7237997658079625
2,222,3|5,3,0.5480769230769231
2,222,3|5,4,0.7361853832442068
2,223,5|8,0,0.570952380952381
2,223,5|8,1,0.6545250320924262
2,223,5|8,2,0.6615384615384615
2,223,5|8,3,0.5496785505552308
2,223,5|8,4,0.7255052051439069
2,224,1|4,0,0.6439346323067253
2,224,1|4,1,0.5875
2,224,1|4,2,0.7166666666666667
2,224,1|4,3,0.5733695652173914
2,224,1|4,4,0.7173076923076923
2,225,3|9,0,0.7286585365853658
2,225,3|9,1,0.6458333333333334
2,225,3|9,2,0.6547619047619048
2,225,3|9,3,0.5230769230769231
2,225,3|9,4,0.7504477611940299
2,226,0|1,0,0.6100543478260869
2,226,0|1,1,0.5846153846153846
2,226,0|1,2,0.7713700234192038
2,226,0|1,3,0.576681332495286
2,226,0|1,4,0.7203812316715543
2,227,2|7,0,0.701379974326059
2,227,2|7,1,0.6277010804321729
2,227,2|7,2,0.6880854800936769
2,227,2|7,3,0.7230769230769232
2,227,2|7,4,0.8023709483793517
2,228,0|1,0,0.6100543478260869
2,228,0|1,1,0.5846153846153846
2,228,0|1,2,0.7713700234192038
2,228,0|1,3,0.576681332495286
2,228,0|1,4,0.7203812316715543
2,229,5|10,0,0.5123809523809524
2,229,5|10,1,0.6696428571428572
2,229,5|10,2,0.6733193277310925
2,229,5|10,3,0.5175438596491228
2,229,5|10,4,0.660952380952381
2,230,7|10,0,0.532051282051282
2,230,7|10,1,0.6147077309868008
2,230,7|10,2,0.6296518607442978
2,230,7|10,3,0.5175438596491228
2,230,7|10,4,0.659017971758665
2,231,0|6,0,0.6350540216086434
2,231,0|6,1,0.5396521226415094
2,231,0|6,2,0.6857435597189696
2,231,0|6,3,0.5057596513075966
2,231,0|6,4,0.7076719576719577
2,232,2|8,0,0.6775483011325782
2,232,2|8,1,0.5736111111111111
2,232,2|8,2,0.6820459905660378
2,232,2|8,3,0.6494708994708995
2,232,2|8,4,0.7355223880597015
2,233,6|9,0,0.6358966376089663
2,233,6|9,1,0.5819746376811594
2,233,6|9,2,0.7272995283018868
2,233,6|9,3,0.5421580188679245
2,233,6|9,4,0.7516840171463564
2,234,6|9,0,0.6358966376089663
2,234,6|9,1,0.5819746376811594
2,234,6|9,2,0.7272995283018868
2,234,6|9,3,0.5421580188679245
2,234,6|9,4,0.7516840171463564
2,235,0|6,0,0.6350540216086434
2,235,0|6,1,0.5396521226415094
2,235,0|6,2,0.6857435597189696
2,235,0|6,3,0.5057596513075966
2,235,0|6,4,0.7076719576719577
2,236,3|8,0,0.597601598934044
2,236,3|8,1,0.5839094908862351
2,236,3|8,2,0.6173349056603774
2,236,3|8,3,0.6084656084656084
2,236,3|8,4,0.7205882352941176
2,237,1|8,0,0.6321428571428571
2,237,1|8,1,0.5722222222222222
2,237,1|8,2,0.6903846153846154
2,237,1|8,3,0.6322751322751323
2,237,1|8,4,0.7758152173913043
2,238,3|9,0,0.7286585365853658
2,238,3|9,1,0.6458333333333334
2,238,3|9,2,0.6547619047619048
2,238,3|9,3,0.5230769230769231
2,238,3|9,4,0.7504477611940299
2,239,6|8,0,0.6516367137355584
2,239,6|8,1,0.6220146968769137
2,239,6|8,2,0.7230769230769231
2,239,6|8,3,0.4942815249266862
2,239,6|8,4,0.7580547112462006
2,240,0|3,0,0.5598591549295775
2,240,0|3,1,0.5985074626865672
2,240,0|3,2,0.5107038123167156
2,240,0|3,3,0.5707102451288497
2,240,0|3,4,0.5958503798947984
2,241,2|10,0,0.6259160559626915
2,241,2|10,1,0.5744084682440846
2,241,2|10,2,0.6361194029850746
2,241,2|10,3,0.6153846153846154
2,241,2|10,4,0.6935088793631353
2,242,2|6,0,0.6750471401634193
2,242,2|6,1,0.5516934046345812
2,242,2|6,2,0.7074063231850116
2,242,2|6,3,0.6145833333333333
2,242,2|6,4,0.7553475935828877
2,243,6|10,0,0.5767008985879333
2,243,6|10,1,0.5680555555555555
2,243,6|10,2,0.6643157262905162
2,243,6|10,3,0.4705188679245283
2,243,6|10,4,0.6318353236957888
2,244,1|3,0,0.6152380952380953
2,244,1|3,1,0.6100543478260869
2,244,1|3,2,0.671692037470726
2,244,1|3,3,0.6047112462006079
2,244,1|3,4,0.6970813679245282
2,245,5|7,0,0.5736111111111111
2,245,5|7,1,0.6236111111111111
2,245,5|7,2,0.6356304985337243
2,245,5|7,3,0.4298245614035088
2,245,5|7,4,0.7055555555555556
2,246,0|4,0,0.7120060790273557
2,246,0|4,1,0.6188449848024316
2,246,0|4,2,0.5277777777777778
2,246,0|4,3,0.6080323785803238
2,246,0|4,4,0.6
2,247,2|3,0,0.6487012987012987
2,247,2|3,1,0.6426630434782609
2,247,2|3,2,0.606140350877193
2,247,2|3,3,0.5759878419452887
2,247,2|3,4,0.6587976539589442
2,248,8|10,0,0.6358024691358024
2,248,8|10,1,0.6794871794871795
2,248,8|10,2,0.7875076546233926
2,248,8|10,3,0.5409117475160725
2,248,8|10,4,0.7314285714285714
2,249,5|10,0,0.5123809523809524
2,249,5|10,1,0.6696428571428572
2,249,5|10,2,0.6733193277310925
2,249,5|10,3,0.5175438596491228
2,249,5|10,4,0.660952380952381
2,250,8|9,0,0.6858974358974359
2,250,8|9,1,0.7
2,250,8|9,2,0.6610447761194029
2,250,8|9,3,0.5151957919345412
2,250,8|9,4,0.6888888888888889
2,251,3|6,0,0.6447203016970459
2,251,3|6,1,0.5619747899159664
2,251,3|6,2,0.6135831381733021
2,251,3|6,3,0.5036231884057971
2,251,3|6,4,0.7461538461538462
2,252,5|8,0,0.570952380952381
2,252,5|8,1,0.6545250320924262
2,252,5|8,2,0.6615384615384615
2,252,5|8,3,0.5496785505552308
2,252,5|8,4,0.7255052051439069
2,253,8|10,0,0.6358024691358024
2,253,8|10,1,0.6794871794871795
2,253,8|10,2,0.7875076546233926
2,253,8|10,3,0.5409117475160725
2,253,8|10,4,0.7314285714285714
2,254,7|9,0,0.641904761904762
2,254,7|9,1,0.5976729944886712
2,254,7|9,2,0.6849941037735849
2,254,7|9,3,0.4635964912280702
2,254,7|9,4,0.6466376089663761
2,255,1|8,0,0.6321428571428571
2,255,1|8,1,0.5722222222222222
2,255,1|8,2,0.6903846153846154
2,255,1|8,3,0.6322751322751323
2,255,1|8,4,0.7758152173913043
2,256,2|7,0,0.701379974326059
2,256,2|7,1,0.6277010804321729
2,256,2|7,2,0.6880854800936769
2,256,2|7,3,0.7230769230769232
2,256,2|7,4,0.8023709483793517
2,257,1|7,0,0.6439346323067253
2,257,1|7,1,0.6509603841536614
2,257,1|7,2,0.6881231671554252
2,257,1|7,3,0.6499999999999999
2,257,1|7,4,0.747112462006079
2,258,0|4,0,0.7120060790273557
2,258,0|4,1,0.6188449848024316
2,258,0|4,2,0.5277777777777778
2,258,0|4,3,0.6080323785803238
2,258,0|4,4,0.6
2,259,1|5,0,0.6719228413962033
2,259,1|5,1,0.644978567054501
2,259,1|5,2,0.6961876832844575
2,259,1|5,3,0.6730769230769231
2,259,1|5,4,0.7164855072463768
2,260,2|4,0,0.6835686777920411
2,260,2|4,1,0.6277777777777778
2,260,2|4,2,0.6564874342489772
2,260,2|4,3,0.5620471014492754
2,260,2|4,4,0.6388888888888888
2,261,6|9,0,0.6358966376089663
2,261,6|9,1,0.5819746376811594
2,261,6|9,2,0.7272995283018868
2,261,6|9,3,0.5421580188679245
2,261,6|9,4,0.7516840171463564
2,262,7|8,0,0.6538461538461539
2,262,7|8,1,0.6150373599003736
2,262,7|8,2,0.5923076923076923
2,262,7|8,3,0.5588836937463472
2,262,7|8,4,0.7013888888888888
2,263,0|5,0,0.5726865671641791
2,263,0|5,1,0.6218297101449275
2,263,0|5,2,0.696135831381733
2,263,0|5,3,0.473731884057971
2,263,0|5,4,0.6882370283018868
2,264,0|6,0,0.6350540216086434
2,264,0|6,1,0.5396521226415094
2,264,0|6,2,0.6857435597189696
2,264,0|6,3,0.5057596513075966
2,264,0|6,4,0.7076719576719577
2,265,0|1,0,0.6100543478260869
2,265,0|1,1,0.5846153846153846
2,265,0|1,2,0.7713700234192038
2,265,0|1,3,0.576681332495286
2,265,0|1,4,0.7203812316715543
2,266,0|4,0,0.7120060790273557
2,266,0|4,1,0.6188449848024316
2,266,0|4,2,0.5277777777777778
2,266,0|4,3,0.6080323785803238
2,266,0|4,4,0.6
2,267,0|1,0,0.6100543478260869
2,267,0|1,1,0.5846153846153846
2,267,0|1,2,0.7713700234192038
2,267,0|1,3,0.576681332495286
2,267,0|1,4,0.7203812316715543
2,268,1|5,0,0.6719228413962033
2,268,1|5,1,0.644978567054501
2,268,1|5,2,0.6961876832844575
2,268,1|5,3,0.6730769230769231
2,268,1|5,4,0.7164855072463768
2,269,6|8,0,0.6516367137355584
2,269,6|8,1,0.6220146968769137
2,269,6|8,2,0.7230769230769231
2,269,6|8,3,0.4942815249266862
2,269,6|8,4,0.7580547112462006
2,270,9|10,0,0.6666666666666667
2,270,9|10,1,0.6367137355584083
2,270,9|10,2,0.6721884498480244
2,270,9|10,3,0.48289473684210527
2,270,9|10,4,0.625160462130937
2,271,2|10,0,0.6259160559626915
2,271,2|10,1,0.5744084682440846
2,271,2|10,2,0.6361194029850746
2,271,2|10,3,0.6153846153846154
2,271,2|10,4,0.6935088793631353
2,272,1|5,0,0.6719228413962033
2,272,1|5,1,0.644978567054501
2,272,1|5,2,0.6961876832844575
2,272,1|5,3,0.6730769230769231
2,272,1|5,4,0.7164855072463768
2,273,5|6,0,0.6594224924012159
2,273,5|6,1,0.5237082066869301
2,273,5|6,2,0.7183284457478005
2,273,5|6,3,0.5903596698113207
2,273,5|6,4,0.7293313069908814
2,274,5|6,0,0.6594224924012159
2,274,5|6,1,0.5237082066869301
2,274,5|6,2,0.7183284457478005
2,274,5|6,3,0.5903596698113207
2,274,5|6,4,0.7293313069908814
2,275,3|10,0,0.6147568287808127
2,275,3|10,1,0.6114285714285714
2,275,3|10,2,0.5186567164179104
2,275,3|10,3,0.6615384615384616
2,275,3|10,4,0.587386018237082
2,276,9|10,0,0.6666666666666667
2,276,9|10,1,0.6367137355584083
2,276,9|10,2,0.6721884498480244
2,276,9|10,3,0.48289473684210527
2,276,9|10,4,0.625160462130937
2,277,6|9,0,0.6358966376089663
2,277,6|9,1,0.5819746376811594
2,277,6|9,2,0.7272995283018868
2,277,6|9,3,0.5421580188679245
2,277,6|9,4,0.7516840171463564
2,278,0|7,0,0.5522796352583587
2,278,0|7,1,0.5592691622103387
2,278,0|7,2,0.6320257611241218
2,278,0|7,3,0.45606884057971014
2,278,0|7,4,0.6673076923076924
2,279,1|8,0,0.6321428571428571
2,279,1|8,1,0.5722222222222222
2,279,1|8,2,0.6903846153846154
2,279,1|8,3,0.6322751322751323
2,279,1|8,4,0.7758152173913043
2,280,1|2,0,0.6019047619047619
2,280,1|2,1,0.627910447761194
2,280,1|2,2,0.7156030444964872
2,280,1|2,3,0.5477203647416413
2,280,1|2,4,0.7057692307692307
2,281,0|8,0,0.6625155666251556
2,281,0|8,1,0.6012158054711245
2,281,0|8,2,0.668322618351841
2,281,0|8,3,0.5476119402985075
2,281,0|8,4,0.7149174528301887
2,282,8|9,0,0.6858974358974359
2,282,8|9,1,0.7
2,282,8|9,2,0.6610447761194029
2,282,8|9,3,0.5151957919345412
2,282,8|9,4,0.6888888888888889
2,283,2|4,0,0.6835686777920411
2,283,2|4,1,0.6277777777777778
2,283,2|4,2,0.6564874342489772
2,283,2|4,3,0.5620471014492754
2,283,2|4,4,0.6388888888888888
