# of predictors,i,predictors,fold,balanced_accuracy
3,229,4|5|9,3,0.5818518518518518
3,229,4|5|9,4,0.7357910906298003
3,230,5|7|10,0,0.4620814844695442
3,230,5|7|10,1,0.6315359477124183
3,230,5|7|10,2,0.6138009912314144
3,230,5|7|10,3,0.5051851851851852
3,230,5|7|10,4,0.7189075630252101
3,231,0|4|10,0,0.6871794871794872
3,231,0|4|10,1,0.6598883572567783
3,231,0|4|10,2,0.5651128375878653
3,231,0|4|10,3,0.583817266744096
3,231,0|4|10,4,0.6124437781109446
3,232,0|2|9,0,0.6790553619821913
3,232,0|2|9,1,0.616191904047976
3,232,0|2|9,2,0.7011111111111111
3,232,0|2|9,3,0.578125
3,232,0|2|9,4,0.8070500927643784
3,233,3|7|9,0,0.6658496732026145
3,233,3|7|9,1,0.6540843979868369
3,233,3|7|9,2,0.7604166666666667
3,233,3|7|9,3,0.5938775510204082
3,233,3|7|9,4,0.7073732718894009
3,234,0|1|6,0,0.6120527306967984
3,234,0|1|6,1,0.5566666666666666
3,234,0|1|6,2,0.7218923933209648
3,234,0|1|6,3,0.6045751633986928
3,234,0|1|6,4,0.6923933209647495
3,235,2|5|9,0,0.5974358974358974
3,235,2|5|9,1,0.675
3,235,2|5|9,2,0.6264880952380952
3,235,2|5|9,3,0.6675324675324675
3,235,2|5|9,4,0.7438556067588326
3,236,1|7|9,0,0.6870015948963317
3,236,1|7|9,1,0.6294319481509721
3,236,1|7|9,2,0.6474430757745427
3,236,1|7|9,3,0.6675324675324675
3,236,1|7|9,4,0.7153846153846154
3,237,3|5|8,0,0.5302287581699346
3,237,3|5|8,1,0.6200980392156863
3,237,3|5|8,2,0.7088465845464725
3,237,3|5|8,3,0.5806511283758786
3,237,3|5|8,4,0.771969696969697
3,238,2|4|10,0,0.6653862569355528
3,238,2|4|10,1,0.602124183006536
3,238,2|4|10,2,0.6011994002998501
3,238,2|4|10,3,0.575894538606403
3,238,2|4|10,4,0.6500190621425848
3,239,0|8|9,0,0.6589743589743591
3,239,0|8|9,1,0.678474641889276
3,239,0|8|9,2,0.6877777777777778
3,239,0|8|9,3,0.5117581187010078
3,239,0|8|9,4,0.6992467043314501
3,240,1|6|8,0,0.6419927390076643
3,240,1|6|8,1,0.5528021349599694
3,240,1|6|8,2,0.7383808095952025
3,240,1|6|8,3,0.6362448674878687
3,240,1|6|8,4,0.804147465437788
3,241,7|9|10,0,0.6142857142857143
3,241,7|9|10,1,0.6419927390076643
3,241,7|9|10,2,0.6674409601238869
3,241,7|9|10,3,0.5251851851851852
3,241,7|9|10,4,0.6615450277422108
3,242,1|7|10,0,0.6763975155279502
3,242,1|7|10,1,0.659375
3,242,1|7|10,2,0.6862371330537553
3,242,1|7|10,3,0.6833024118738404
3,242,1|7|10,4,0.761437908496732
3,243,5|9|10,0,0.5441710367083501
3,243,5|9|10,1,0.6579831932773109
3,243,5|9|10,2,0.6796360820751064
3,243,5|9|10,3,0.5259259259259259
3,243,5|9|10,4,0.7117647058823529
3,244,3|5|10,0,0.5743464052287581
3,244,3|5|10,1,0.6472049689440994
3,244,3|5|10,2,0.7606060606060606
3,244,3|5|10,3,0.5803339517625232
3,244,3|5|10,4,0.765625
3,245,2|5|8,0,0.6617647058823529
3,245,2|5|8,1,0.664274322169059
3,245,2|5|8,2,0.7088465845464725
3,245,2|5|8,3,0.6783203847576766
3,245,2|5|8,4,0.7470453678993518
3,246,2|6|9,0,0.6981658692185009
3,246,2|6|9,1,0.6099811676082862
3,246,2|6|9,2,0.7113095238095238
3,246,2|6|9,3,0.7056497175141243
3,246,2|6|9,4,0.7771635531833778
3,247,3|4|7,0,0.6650326797385621
3,247,3|4|7,1,0.6948717948717948
3,247,3|4|7,2,0.6538461538461539
3,247,3|4|7,3,0.6570621468926554
3,247,3|4|7,4,0.8215752146323254
3,248,3|7|9,0,0.6658496732026145
3,248,3|7|9,1,0.6540843979868369
3,248,3|7|9,2,0.7604166666666667
3,248,3|7|9,3,0.5938775510204082
3,248,3|7|9,4,0.7073732718894009
3,249,0|1|9,0,0.6759435760579489
3,249,0|1|9,1,0.616191904047976
3,249,0|1|9,2,0.720125786163522
3,249,0|1|9,3,0.546875
3,249,0|1|9,4,0.7745427398282941
3,250,1|6|7,0,0.675
3,250,1|6|7,1,0.6000373273609556
3,250,1|6|7,2,0.726530612244898
3,250,1|6|7,3,0.644256120527307
3,250,1|6|7,4,0.8077816492450638
3,251,2|4|10,0,0.6653862569355528
3,251,2|4|10,1,0.602124183006536
3,251,2|4|10,2,0.6011994002998501
3,251,2|4|10,3,0.575894538606403
3,251,2|4|10,4,0.6500190621425848
3,252,2|3|7,0,0.6687370600414079
3,252,2|3|7,1,0.6568181818181817
3,252,2|3|7,2,0.6994080651128376
3,252,2|3|7,3,0.7469696969696971
3,252,2|3|7,4,0.7896603210153041
3,253,1|4|10,0,0.5832298136645963
3,253,1|4|10,1,0.576797385620915
3,253,1|4|10,2,0.7474576271186442
3,253,1|4|10,3,0.6013182674199624
3,253,1|4|10,4,0.7144792876500194
3,254,5|8|10,0,0.6487394957983192
3,254,5|8|10,1,0.6215277777777778
3,254,5|8|10,2,0.703125
3,254,5|8|10,3,0.5178571428571428
3,254,5|8|10,4,0.6973084886128365
3,255,2|7|9,0,0.6911764705882353
3,255,2|7|9,1,0.6212352268394967
3,255,2|7|9,2,0.6994047619047619
3,255,2|7|9,3,0.6311688311688312
3,255,2|7|9,4,0.7748741773132017
3,256,1|3|9,0,0.7156111335215813
3,256,1|3|9,1,0.6651305683563749
3,256,1|3|9,2,0.6607142857142857
3,256,1|3|9,3,0.7015151515151515
3,256,1|3|9,4,0.7813559322033898
3,257,3|5|9,0,0.6384615384615384
3,257,3|5|9,1,0.7017543859649122
3,257,3|5|9,2,0.7574404761904762
3,257,3|5|9,3,0.5599257884972171
3,257,3|5|9,4,0.7375142966069386
3,258,3|6|7,0,0.6586921850079746
3,258,3|6|7,1,0.5506591337099812
3,258,3|6|7,2,0.6674074074074074
3,258,3|6|7,3,0.5612052730696798
3,258,3|6|7,4,0.7583333333333333
3,259,5|6|9,0,0.685483870967742
3,259,5|6|9,1,0.5108401084010841
3,259,5|6|9,2,0.687010078387458
3,259,5|6|9,3,0.537037037037037
3,259,5|6|9,4,0.7153846153846154
3,260,3|5|9,0,0.6384615384615384
3,260,3|5|9,1,0.7017543859649122
3,260,3|5|9,2,0.7574404761904762
3,260,3|5|9,3,0.5599257884972171
3,260,3|5|9,4,0.7375142966069386
3,261,1|5|10,0,0.6343700159489634
3,261,1|5|10,1,0.6988705123033481
3,261,1|5|10,2,0.6322912695386962
3,261,1|5|10,3,0.6209647495361781
3,261,1|5|10,4,0.7039128680919726
3,262,0|2|3,0,0.6234375
3,262,0|2|3,1,0.6349384098544233
3,262,0|2|3,2,0.5591638671145951
3,262,0|2|3,3,0.5316770186335403
3,262,0|2|3,4,0.6411873840445268
3,263,4|5|6,0,0.6816436251920123
3,263,4|5|6,1,0.5794871794871794
3,263,4|5|6,2,0.6794302626711062
3,263,4|5|6,3,0.651424287856072
3,263,4|5|6,4,0.7469696969696971
3,264,0|2|3,0,0.6234375
3,264,0|2|3,1,0.6349384098544233
3,264,0|2|3,2,0.5591638671145951
3,264,0|2|3,3,0.5316770186335403
3,264,0|2|3,4,0.6411873840445268
3,265,1|2|8,0,0.6810924369747899
3,265,1|2|8,1,0.5729646697388633
3,265,1|2|8,2,0.6599477416946622
3,265,1|2|8,3,0.5888305847076463
3,265,1|2|8,4,0.7512241054613936
3,266,1|5|8,0,0.6555023923444976
3,266,1|5|8,1,0.6945773524720893
3,266,1|5|8,2,0.6450524737631185
3,266,1|5|8,3,0.6220865704772476
3,266,1|5|8,4,0.6986062717770035
3,267,0|9|10,0,0.5794871794871794
3,267,0|9|10,1,0.6140625
3,267,0|9|10,2,0.6918626353116835
3,267,0|9|10,3,0.4775894538606403
3,267,0|9|10,4,0.6130468447541618
3,268,0|6|10,0,0.5522648083623694
3,268,0|6|10,1,0.5742424242424242
3,268,0|6|10,2,0.6298701298701299
3,268,0|6|10,3,0.5265195509097949
3,268,0|6|10,4,0.6576439191765154
3,269,0|2|5,0,0.6272727272727273
3,269,0|2|5,1,0.6088512241054613
3,269,0|2|5,2,0.7172619047619048
3,269,0|2|5,3,0.603125
3,269,0|2|5,4,0.7666666666666666
3,270,3|6|10,0,0.5757763975155279
3,270,3|6|10,1,0.5625
3,270,3|6|10,2,0.6075757575757575
3,270,3|6|10,3,0.5399246704331451
3,270,3|6|10,4,0.7034456058846303
3,271,0|8|10,0,0.5874183006535948
3,271,0|8|10,1,0.6547049441786283
3,271,0|8|10,2,0.7496251874062968
3,271,0|8|10,3,0.5505785740948115
3,271,0|8|10,4,0.7434715821812596
3,272,5|6|10,0,0.5743589743589743
3,272,5|6|10,1,0.6267942583732058
3,272,5|6|10,2,0.758673274876096
3,272,5|6|10,3,0.6096296296296296
3,272,5|6|10,4,0.7630718954248366
3,273,5|8|10,0,0.6487394957983192
3,273,5|8|10,1,0.6215277777777778
3,273,5|8|10,2,0.703125
3,273,5|8|10,3,0.5178571428571428
3,273,5|8|10,4,0.6973084886128365
3,274,0|2|6,0,0.6534502478078537
3,274,0|2|6,1,0.5559259259259259
3,274,0|2|6,2,0.6949404761904762
3,274,0|2|6,3,0.5955882352941176
3,274,0|2|6,4,0.7386237513873475
3,275,1|5|10,0,0.6343700159489634
3,275,1|5|10,1,0.6988705123033481
3,275,1|5|10,2,0.6322912695386962
3,275,1|5|10,3,0.6209647495361781
3,275,1|5|10,4,0.7039128680919726
3,276,0|7|10,0,0.4948717948717949
3,276,0|7|10,1,0.5618279569892473
3,276,0|7|10,2,0.5972170686456401
3,276,0|7|10,3,0.5193973634651601
3,276,0|7|10,4,0.6490514905149052
3,277,0|6|8,0,0.6345334881920248
3,277,0|6|8,1,0.5988700564971752
3,277,0|6|8,2,0.7307692307692307
3,277,0|6|8,3,0.5200152497140679
3,277,0|6|8,4,0.7107129525942516
3,278,3|7|8,0,0.5734101579172002
3,278,3|7|8,1,0.5846153846153846
3,278,3|7|8,2,0.648749533407988
3,278,3|7|8,3,0.622456529781724
3,278,3|7|8,4,0.745711017918414
3,279,4|8|10,0,0.5256296950950066
3,279,4|8|10,1,0.7021652673442333
3,279,4|8|10,2,0.739247311827957
3,279,4|8|10,3,0.625
3,279,4|8|10,4,0.7666666666666666
3,280,2|3|8,0,0.6944444444444444
3,280,2|3|8,1,0.6296875
3,280,2|3|8,2,0.6711309523809523
3,280,2|3|8,3,0.694527736131934
3,280,2|3|8,4,0.78125
3,281,0|4|9,0,0.6570660522273426
3,281,0|4|9,1,0.6546651180797523
3,281,0|4|9,2,0.7025974025974027
3,281,0|4|9,3,0.5272938443670151
3,281,0|4|9,4,0.7797773654916512
3,282,0|1|7,0,0.6117041555470835
3,282,0|1|7,1,0.6279761904761905
3,282,0|1|7,2,0.7194805194805194
3,282,0|1|7,3,0.621875
3,282,0|1|7,4,0.7551325121313923
3,283,1|8|10,0,0.5746527777777778
3,283,1|8|10,1,0.6527777777777778
3,283,1|8|10,2,0.7140625
3,283,1|8|10,3,0.6213466518682945
3,283,1|8|10,4,0.8130294473578056
3,284,2|3|10,0,0.5868055555555556
3,284,2|3|10,1,0.6692307692307693
3,284,2|3|10,2,0.6188323917137477
3,284,2|3|10,3,0.5916666666666667
3,284,2|3|10,4,0.6765151515151515
3,285,0|3|5,0,0.5901515151515151
3,285,0|3|5,1,0.5947388486465879
3,285,0|3|5,2,0.7008928571428572
3,285,0|3|5,3,0.5984375
3,285,0|3|5,4,0.737513873473918
3,286,3|6|8,0,0.6554865424430641
3,286,3|6|8,1,0.5468447541618273
3,286,3|6|8,2,0.7051138484509145
3,286,3|6|8,3,0.5642030608435984
3,286,3|6|8,4,0.7877589453860641
3,287,0|2|9,0,0.6790553619821913
3,287,0|2|9,1,0.616191904047976
3,287,0|2|9,2,0.7011111111111111
3,287,0|2|9,3,0.578125
3,287,0|2|9,4,0.8070500927643784
3,288,5|6|8,0,0.6846153846153846
3,288,5|6|8,1,0.5974358974358974
3,288,5|6|8,2,0.7395052473763118
3,288,5|6|8,3,0.5384615384615384
3,288,5|6|8,4,0.7203125
3,289,0|3|4,0,0.7193186217576462
3,289,0|3|4,1,0.6601382488479263
3,289,0|3|4,2,0.5614692653673163
3,289,0|3|4,3,0.5490196078431373
3,289,0|3|4,4,0.6250463821892394
3,290,0|1|8,0,0.6265625
3,290,0|1|8,1,0.5462121212121213
3,290,0|1|8,2,0.6538461538461537
3,290,0|1|8,3,0.6209677419354839
3,290,0|1|8,4,0.7395833333333333
3,291,0|1|6,0,0.6120527306967984
3,291,0|1|6,1,0.5566666666666666
3,291,0|1|6,2,0.7218923933209648
3,291,0|1|6,3,0.6045751633986928
3,291,0|1|6,4,0.6923933209647495
3,292,4|7|9,0,0.6629689390883421
3,292,4|7|9,1,0.6602870813397129
3,292,4|7|9,2,0.6857142857142857
3,292,4|7|9,3,0.6518518518518519
3,292,4|7|9,4,0.7797135114208285
3,293,0|5|10,0,0.49001536098310294
3,293,0|5|10,1,0.6384615384615384
3,293,0|5|10,2,0.6617810760667904
3,293,0|5|10,3,0.5141242937853108
3,293,0|5|10,4,0.6547619047619048
3,294,1|7|9,0,0.6870015948963317
3,294,1|7|9,1,0.6294319481509721
3,294,1|7|9,2,0.6474430757745427
3,294,1|7|9,3,0.6675324675324675
3,294,1|7|9,4,0.7153846153846154
3,295,4|7|8,0,0.5861344537815126
3,295,4|7|8,1,0.6968954248366013
3,295,4|7|8,2,0.6860119047619048
3,295,4|7|8,3,0.7115384615384616
3,295,4|7|8,4,0.7841781874039938
3,296,5|7|9,0,0.653125
3,296,5|7|9,1,0.6205128205128205
3,296,5|7|9,2,0.6243001119820828
3,296,5|7|9,3,0.4740740740740741
3,296,5|7|9,4,0.6740621218233158
3,297,0|1|2,0,0.6006144393241167
3,297,0|1|2,1,0.6131725417439704
3,297,0|1|2,2,0.7098214285714286
3,297,0|1|2,3,0.5389233954451346
3,297,0|1|2,4,0.6826923076923077
3,298,1|4|9,0,0.655103668261563
3,298,1|4|9,1,0.6564102564102564
3,298,1|4|9,2,0.740074211502783
3,298,1|4|9,3,0.6728813559322033
3,298,1|4|9,4,0.8007575757575758
3,299,2|5|10,0,0.6160130718954249
3,299,2|5|10,1,0.6345300524405002
3,299,2|5|10,2,0.7356060606060606
3,299,2|5|10,3,0.6176252319109462
3,299,2|5|10,4,0.7794871794871795
3,300,4|5|10,0,0.5534489713594192
3,300,4|5|10,1,0.6631944444444444
3,300,4|5|10,2,0.6141242937853107
3,300,4|5|10,3,0.6859259259259259
3,300,4|5|10,4,0.7282051282051283
3,301,2|5|10,0,0.6160130718954249
3,301,2|5|10,1,0.6345300524405002
3,301,2|5|10,2,0.7356060606060606
3,301,2|5|10,3,0.6176252319109462
3,301,2|5|10,4,0.7794871794871795
4,0,1|3|4|7,0,0.7635063559322034
4,0,1|3|4|7,1,0.7285353535353536
4,0,1|3|4|7,2,0.7485507246376812
4,0,1|3|4|7,3,0.6981981981981982
4,0,1|3|4|7,4,0.8095238095238095
4,1,4|5|7|9,0,0.6285714285714286
4,1,4|5|7|9,1,0.6387096774193548
4,1,4|5|7|9,2,0.6540697674418605
4,1,4|5|7|9,3,0.617504835589942
4,1,4|5|7|9,4,0.7654798761609907
4,2,2|7|9|10,0,0.6051587301587301
4,2,2|7|9|10,1,0.5977812177502579
4,2,2|7|9|10,2,0.7017676767676768
4,2,2|7|9|10,3,0.6814009661835749
4,2,2|7|9|10,4,0.8101092896174864
4,3,5|6|7|10,0,0.5010319917440661
4,3,5|6|7|10,1,0.6122291021671826
4,3,5|6|7|10,2,0.6961961961961962
4,3,5|6|7|10,3,0.5771276595744681
4,3,5|6|7|10,4,0.748015873015873
4,4,1|2|7|8,0,0.6582313681868743
4,4,1|2|7|8,1,0.6348063555114201
4,4,1|2|7|8,2,0.6670731707317072
4,4,1|2|7|8,3,0.6196705426356589
4,4,1|2|7|8,4,0.7857857857857857
4,5,3|6|9|10,0,0.7267759562841529
4,5,3|6|9|10,1,0.7094943240454077
4,5,3|6|9|10,2,0.7242424242424242
4,5,3|6|9|10,3,0.5986394557823129
4,5,3|6|9|10,4,0.833594566353187
4,6,2|7|8|9,0,0.7242063492063492
4,6,2|7|8|9,1,0.6875
4,6,2|7|8|9,2,0.6923076923076923
4,6,2|7|8|9,3,0.6858042635658914
4,6,2|7|8|9,4,0.7185242518059856
4,7,1|2|7|8,0,0.6582313681868743
4,7,1|2|7|8,1,0.6348063555114201
4,7,1|2|7|8,2,0.6670731707317072
4,7,1|2|7|8,3,0.6196705426356589
4,7,1|2|7|8,4,0.7857857857857857
4,8,0|5|7|10,0,0.4171671671671672
4,8,0|5|7|10,1,0.5678571428571428
4,8,0|5|7|10,2,0.6007751937984496
4,8,0|5|7|10,3,0.4948979591836735
4,8,0|5|7|10,4,0.7100103199174406
4,9,1|3|8|9,0,0.7157953281423804
4,9,1|3|8|9,1,0.6388028895768834
4,9,1|3|8|9,2,0.6282051282051282
4,9,1|3|8|9,3,0.655281007751938
4,9,1|3|8|9,4,0.7740814299900696
4,10,0|2|4|9,0,0.6840909090909091
4,10,0|2|4|9,1,0.6385302879841113
4,10,0|2|4|9,2,0.7192682926829268
4,10,0|2|4|9,3,0.5352664576802508
4,10,0|2|4|9,4,0.7910628019323671
4,11,4|7|8|10,0,0.6076923076923078
4,11,4|7|8|10,1,0.7326388888888888
4,11,4|7|8|10,2,0.7103535353535353
4,11,4|7|8|10,3,0.6751700680272109
4,11,4|7|8|10,4,0.8365591397849462
4,12,3|4|7|8,0,0.5218253968253969
4,12,3|4|7|8,1,0.6876344086021505
4,12,3|4|7|8,2,0.6375968992248062
4,12,3|4|7|8,3,0.6890715667311412
4,12,3|4|7|8,4,0.8063725490196079
4,13,0|3|8|10,0,0.555191256830601
4,13,0|3|8|10,1,0.634796238244514
4,13,0|3|8|10,2,0.6160975609756097
4,13,0|3|8|10,3,0.625
4,13,0|3|8|10,4,0.7688725490196079
4,14,3|4|8|9,0,0.5595238095238095
4,14,3|4|8|9,1,0.6846496106785317
4,14,3|4|8|9,2,0.6504878048780488
4,14,3|4|8|9,3,0.6648936170212766
4,14,3|4|8|9,4,0.7715686274509803
4,15,2|4|6|9,0,0.7536572622779519
4,15,2|4|6|9,1,0.6541541541541541
4,15,2|4|6|9,2,0.745164410058027
4,15,2|4|6|9,3,0.6571499503475671
4,15,2|4|6|9,4,0.7921568627450981
4,16,1|2|5|7,0,0.6571428571428571
4,16,1|2|5|7,1,0.6602564102564102
4,16,1|2|5|7,2,0.6421663442940039
4,16,1|2|5|7,3,0.6860975609756097
4,16,1|2|5|7,4,0.7587587587587588
4,17,0|1|3|9,0,0.6754254254254255
4,17,0|1|3|9,1,0.6360975609756098
4,17,0|1|3|9,2,0.6613372093023255
4,17,0|1|3|9,3,0.6710805084745763
4,17,0|1|3|9,4,0.7797101449275362
4,18,0|1|2|8,0,0.6480908152734779
4,18,0|1|2|8,1,0.5395121951219513
4,18,0|1|2|8,2,0.6252417794970986
4,18,0|1|2|8,3,0.5748194014447885
4,18,0|1|2|8,4,0.757487922705314
4,19,3|5|7|8,0,0.5373655913978495
4,19,3|5|7|8,1,0.6671080508474576
4,19,3|5|7|8,2,0.7236585365853658
4,19,3|5|7|8,3,0.6036821705426356
4,19,3|5|7|8,4,0.7654040404040403
4,20,1|3|6|7,0,0.6860165118679051
4,20,1|3|6|7,1,0.5935374149659864
4,20,1|3|6|7,2,0.745889748549323
4,20,1|3|6|7,3,0.6754254254254255
4,20,1|3|6|7,4,0.8108974358974359
4,21,1|3|5|7,0,0.6660714285714285
4,21,1|3|5|7,1,0.6398898898898899
4,21,1|3|5|7,2,0.7011605415860735
4,21,1|3|5|7,3,0.6882926829268292
4,21,1|3|5|7,4,0.7400695134061569
4,22,0|5|7|10,0,0.4171671671671672
4,22,0|5|7|10,1,0.5678571428571428
4,22,0|5|7|10,2,0.6007751937984496
4,22,0|5|7|10,3,0.4948979591836735
4,22,0|5|7|10,4,0.7100103199174406
4,23,6|8|9|10,0,0.6170634920634921
4,23,6|8|9|10,1,0.6091397849462366
4,23,6|8|9|10,2,0.753707627118644
4,23,6|8|9|10,3,0.5748299319727892
4,23,6|8|9|10,4,0.7857142857142857
4,24,1|4|5|6,0,0.7365938430983119
4,24,1|4|5|6,1,0.5992424242424242
4,24,1|4|5|6,2,0.6797101449275362
4,24,1|4|5|6,3,0.676017874875869
4,24,1|4|5|6,4,0.7532051282051282
4,25,1|5|6|7,0,0.7157398212512414
4,25,1|5|6|7,1,0.6090686274509804
4,25,1|5|6|7,2,0.6644864341085271
4,25,1|5|6|7,3,0.6190476190476191
4,25,1|5|6|7,4,0.7507739938080495
4,26,0|3|6|9,0,0.644240317775571
4,26,0|3|6|9,1,0.6632653061224489
4,26,0|3|6|9,2,0.6741763565891472
4,26,0|3|6|9,3,0.5958725182863114
4,26,0|3|6|9,4,0.7785299806576402
4,27,1|4|5|10,0,0.6306165099268548
4,27,1|4|5|10,1,0.5697997775305895
4,27,1|4|5|10,2,0.717948717948718
4,27,1|4|5|10,3,0.6394557823129252
4,27,1|4|5|10,4,0.7739938080495357
4,28,1|5|7|9,0,0.6366161616161616
4,28,1|5|7|9,1,0.6921717171717172
4,28,1|5|7|9,2,0.6192682926829268
4,28,1|5|7|9,3,0.6603864734299516
4,28,1|5|7|9,4,0.661811440677966
4,29,0|2|6|8,0,0.6803571428571429
4,29,0|2|6|8,1,0.5272108843537415
4,29,0|2|6|8,2,0.6813346228239845
4,29,0|2|6|8,3,0.6
4,29,0|2|6|8,4,0.745164410058027
4,30,0|2|6|7,0,0.6290963257199602
4,30,0|2|6|7,1,0.5847826086956522
4,30,0|2|6|7,2,0.7502439024390244
4,30,0|2|6|7,3,0.64576802507837
4,30,0|2|6|7,4,0.7936046511627908
4,31,0|1|3|9,0,0.6754254254254255
4,31,0|1|3|9,1,0.6360975609756098
4,31,0|1|3|9,2,0.6613372093023255
4,31,0|1|3|9,3,0.6710805084745763
4,31,0|1|3|9,4,0.7797101449275362
4,32,4|7|8|9,0,0.628476084538376
4,32,4|7|8|9,1,0.7278688524590164
4,32,4|7|8|9,2,0.6502450980392156
4,32,4|7|8|9,3,0.7125850340136055
4,32,4|7|8|9,4,0.7623839009287926
4,33,2|3|4|6,0,0.6840572033898304
4,33,2|3|4|6,1,0.6462264150943396
4,33,2|3|4|6,2,0.74105415860735
4,33,2|3|4|6,3,0.5313479623824451
4,33,2|3|4|6,4,0.7152173913043478
4,34,0|1|5|7,0,0.6260975609756098
4,34,0|1|5|7,1,0.6095121951219512
4,34,0|1|5|7,2,0.6819727891156463
4,34,0|1|5|7,3,0.6634134134134134
4,34,0|1|5|7,4,0.7529411764705882
4,35,3|7|9|10,0,0.7341269841269842
4,35,3|7|9|10,1,0.7081567796610169
4,35,3|7|9|10,2,0.7936868686868688
4,35,3|7|9|10,3,0.5842995169082126
4,35,3|7|9|10,4,0.7948924731182796
4,36,4|6|8|10,0,0.49603174603174605
4,36,4|6|8|10,1,0.7249721913236931
4,36,4|6|8|10,2,0.7376262626262626
4,36,4|6|8|10,3,0.5814009661835748
4,36,4|6|8|10,4,0.7774294670846396
4,37,3|6|8|9,0,0.6601092896174863
4,37,3|6|8|9,1,0.6321428571428571
4,37,3|6|8|9,2,0.6858974358974359
4,37,3|6|8|9,3,0.6322533849129595
4,37,3|6|8|9,4,0.7394894894894894
4,38,2|3|5|7,0,0.7040229885057472
4,38,2|3|5|7,1,0.6846846846846847
4,38,2|3|5|7,2,0.7461352657004832
4,38,2|3|5|7,3,0.7060975609756097
4,38,2|3|5|7,4,0.736764705882353
4,39,1|6|7|9,0,0.6375
4,39,1|6|7|9,1,0.6739024390243902
4,39,1|6|7|9,2,0.7014634146341463
4,39,1|6|7|9,3,0.6717687074829932
4,39,1|6|7|9,4,0.7884012539184952
4,40,4|6|7|8,0,0.6241935483870967
4,40,4|6|7|8,1,0.6715686274509804
4,40,4|6|7|8,2,0.6836734693877551
4,40,4|6|7|8,3,0.6147342995169083
4,40,4|6|7|8,4,0.8343434343434344
4,41,1|6|7|8,0,0.6697563559322034
4,41,1|6|7|8,1,0.5448717948717949
4,41,1|6|7|8,2,0.7127450980392156
4,41,1|6|7|8,3,0.6549806576402322
4,41,1|6|7|8,4,0.7830237358101135
4,42,3|5|9|10,0,0.6096774193548388
4,42,3|5|9|10,1,0.692714126807564
4,42,3|5|9|10,2,0.7936868686868688
4,42,3|5|9|10,3,0.5956521739130435
4,42,3|5|9|10,4,0.8215042372881356
4,43,2|4|7|9,0,0.6803763440860215
4,43,2|4|7|9,1,0.6392857142857142
4,43,2|4|7|9,2,0.745889748549323
4,43,2|4|7|9,3,0.6190476190476191
4,43,2|4|7|9,4,0.7683714001986097
4,44,5|6|7|9,0,0.5838338338338338
4,44,5|6|7|9,1,0.5688188188188188
4,44,5|6|7|9,2,0.6804878048780488
4,44,5|6|7|9,3,0.4912959381044487
4,44,5|6|7|9,4,0.7115591397849462
4,45,3|4|5|7,0,0.6860165118679051
4,45,3|4|5|7,1,0.7113347457627119
4,45,3|4|5|7,2,0.759903381642512
4,45,3|4|5|7,3,0.685374149659864
4,45,3|4|5|7,4,0.7938725490196079
4,46,5|7|8|9,0,0.534957627118644
4,46,5|7|8|9,1,0.6720430107526881
4,46,5|7|8|9,2,0.6534260178748759
4,46,5|7|8|9,3,0.5079443892750745
4,46,5|7|8|9,4,0.6699453551912569
4,47,1|3|5|6,0,0.7224724724724725
4,47,1|3|5|6,1,0.6346153846153846
4,47,1|3|5|6,2,0.7330754352030948
4,47,1|3|5|6,3,0.6448948948948949
4,47,1|3|5|6,4,0.7519607843137255
4,48,4|5|6|10,0,0.5508255933952528
4,48,4|5|6|10,1,0.6114754098360655
4,48,4|5|6|10,2,0.6891025641025641
4,48,4|5|6|10,3,0.6320251937984496
4,48,4|5|6|10,4,0.6977533960292581
4,49,0|2|5|7,0,0.6538461538461539
4,49,0|2|5|7,1,0.6417073170731707
4,49,0|2|5|7,2,0.7346341463414634
4,49,0|2|5|7,3,0.6506506506506506
4,49,0|2|5|7,4,0.7670068027210885
4,50,0|7|8|9,0,0.5864293085655314
4,50,0|7|8|9,1,0.6441441441441441
4,50,0|7|8|9,2,0.6117021276595744
4,50,0|7|8|9,3,0.5420696324951644
4,50,0|7|8|9,4,0.6569069069069069
4,51,0|2|6|8,0,0.6803571428571429
4,51,0|2|6|8,1,0.5272108843537415
4,51,0|2|6|8,2,0.6813346228239845
4,51,0|2|6|8,3,0.6
4,51,0|2|6|8,4,0.745164410058027
4,52,2|3|5|7,0,0.7040229885057472
4,52,2|3|5|7,1,0.6846846846846847
4,52,2|3|5|7,2,0.7461352657004832
4,52,2|3|5|7,3,0.7060975609756097
4,52,2|3|5|7,4,0.736764705882353
4,53,5|7|8|10,0,0.6952169076751946
4,53,5|7|8|10,1,0.6785714285714286
4,53,5|7|8|10,2,0.651186790505676
4,53,5|7|8|10,3,0.5419563058589871
4,53,5|7|8|10,4,0.7453703703703703
4,54,3|6|8|9,0,0.6601092896174863
4,54,3|6|8|9,1,0.6321428571428571
4,54,3|6|8|9,2,0.6858974358974359
4,54,3|6|8|9,3,0.6322533849129595
4,54,3|6|8|9,4,0.7394894894894894
4,55,0|4|5|9,0,0.5904411764705882
4,55,0|4|5|9,1,0.6393188854489165
4,55,0|4|5|9,2,0.6870748299319728
4,55,0|4|5|9,3,0.5464250248262165
4,55,0|4|5|9,4,0.7193877551020408
4,56,1|4|6|7,0,0.6946428571428571
4,56,1|4|6|7,1,0.6634615384615384
4,56,1|4|6|7,2,0.6905797101449276
4,56,1|4|6|7,3,0.6665839126117179
