id	MU:galactitol_builds acid from	MU:glycerol_builds acid from	MU:lactose_builds acid from	MU:maltose_builds acid from	MU:sucrose_builds acid from	MU:amygdalin_builds acid from	MU:arbutin_builds acid from	MU:cellobiose_builds acid from	MU:D-arabinose_builds acid from	MU:D-arabitol_builds acid from	MU:D-fructose_builds acid from	MU:D-fucose_builds acid from	MU:D-galactose_builds acid from	MU:D-glucose_builds acid from	MU:D-lyxose_builds acid from	MU:D-mannitol_builds acid from	MU:D-mannose_builds acid from	MU:D-ribose_builds acid from	MU:D-sorbitol_builds acid from	MU:D-tagatose_builds acid from	MU:D-xylose_builds acid from	MU:erythritol_builds acid from	MU:esculin_builds acid from	MU:gentiobiose_builds acid from	MU:gluconate_builds acid from	MU:glycogen_builds acid from	MU:inulin_builds acid from	MU:L-arabinose_builds acid from	MU:L-arabitol_builds acid from	MU:L-fucose_builds acid from	MU:L-rhamnose_builds acid from	MU:L-sorbose_builds acid from	MU:L-xylose_builds acid from	MU:melezitose_builds acid from	MU:methyl alpha-D-glucopyranoside_builds acid from	MU:methyl alpha-D-mannoside_builds acid from	MU:methyl beta-D-xylopyranoside_builds acid from	MU:myo-inositol_builds acid from	MU:N-acetylglucosamine_builds acid from	MU:raffinose_builds acid from	MU:ribitol_builds acid from	MU:turanose_builds acid from	MU:xylitol_builds acid from	MU:trehalose_builds acid from	MU:Potassium 2-ketogluconate_builds acid from	MU:Potassium 5-ketogluconate_builds acid from
6674	0	0	0	0	0	0	0	0	2	0	2	0	2	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
6673	0	0	0	2	2	0	2	2	0	0	2	0	0	2	0	2	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
6672	0	0	0	2	2	0	2	2	0	0	2	0	0	2	0	2	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
6671	0	0	0	0	0	0	2	0	0	0	2	0	2	2	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
6670	0	0	0	2	0	2	2	2	0	0	2	0	2	2	0	0	2	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
6666	0	0	0	2	0	0	0	2	0	0	2	0	2	2	0	0	2	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
6664	0	0	2	2	2	0	2	0	0	0	2	0	2	2	0	2	2	0	2	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0
6663	0	0	2	2	2	0	0	0	0	0	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0
6662	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
6657	0	0	0	0	2	2	0	2	0	0	2	0	2	2	0	2	2	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
6849	0	0	0	2	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
6847	0	0	0	2	2	0	0	2	0	2	2	0	0	2	0	0	2	2	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0	0
6841	0	0	0	0	2	2	2	2	0	0	2	0	0	2	0	0	2	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0
6840	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
6838	0	0	0	2	2	0	0	2	0	0	2	0	0	2	0	0	2	2	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	2	0	2	0	2	0	0
6836	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	0	0	0
6830	0	0	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	2	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0
6828	0	0	0	2	2	2	2	2	0	0	2	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	2	0	0
6823	0	0	2	2	2	2	2	2	0	0	2	0	2	2	0	2	2	0	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	2	0	2	0	2	0	0
6822	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
6821	0	0	0	2	0	0	0	0	0	0	2	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6817	0	0	2	2	2	0	0	0	0	0	2	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0
6812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6878	0	0	2	2	0	2	2	2	0	2	2	0	0	2	0	0	2	0	0	2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	2	2	0	2
6874	0	0	0	2	0	2	2	2	0	2	2	0	0	2	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	2	2	0	0	2	0	0	0	0	2	0	0
6865	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6862	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0
6860	0	0	2	2	2	0	0	0	0	0	2	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
6857	0	0	0	2	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6856	0	0	0	2	2	2	2	2	0	0	2	0	2	2	0	0	2	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
7436	0	0	0	2	2	0	0	2	0	0	2	0	2	2	0	2	2	0	0	0	0	0	2	2	2	2	2	2	0	0	2	0	0	2	0	0	0	0	2	2	0	2	0	2	0	2
7435	0	0	0	0	0	0	2	2	0	0	0	0	2	2	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7428	0	0	0	2	2	0	0	2	0	0	2	0	2	2	0	2	2	0	0	0	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0
7387	0	0	0	0	2	2	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0
7373	0	0	2	2	0	0	2	2	0	0	2	0	2	2	0	2	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
11328	0	0	0	2	0	0	2	2	0	0	2	0	2	2	0	0	2	0	0	0	2	0	2	2	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
11326	0	0	0	2	2	2	2	2	0	0	2	0	2	2	0	0	2	0	0	0	2	0	2	2	2	2	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
11324	0	0	0	2	0	2	2	2	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11423	0	0	2	2	2	0	0	2	0	0	2	0	0	2	0	2	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	0
11407	0	2	0	2	0	0	2	0	0	0	2	0	2	2	0	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0
11489	2	2	0	2	2	0	0	0	0	0	2	0	0	2	0	2	2	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
11472	0	2	2	2	2	2	2	2	2	2	2	0	2	2	0	2	2	2	0	0	2	0	2	2	2	2	2	2	0	2	2	0	0	2	2	2	2	0	0	2	0	2	0	2	0	0
11469	0	2	2	2	2	2	2	2	2	0	2	0	2	2	0	2	2	2	0	0	2	0	2	2	0	2	2	2	0	2	0	0	0	2	2	2	2	0	2	2	0	2	0	2	0	0
11467	0	0	2	2	2	0	2	2	0	0	2	0	0	2	0	2	2	2	0	0	2	0	2	2	0	2	0	2	0	0	0	0	0	0	0	0	2	0	2	2	0	2	0	2	0	0
11716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
14042	0	0	2	2	2	0	2	2	0	0	2	0	2	2	2	2	2	2	0	0	2	0	2	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0
14703	0	0	2	2	0	0	2	2	0	0	2	0	2	2	0	0	2	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
14686	0	0	0	2	0	2	2	2	0	0	2	0	2	2	0	2	2	2	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
23074	0	0	2	2	2	2	0	2	0	0	2	0	2	2	0	0	2	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0
24150	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
24149	0	0	0	2	2	0	0	2	0	0	2	0	0	2	0	0	2	2	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0
24144	0	0	0	2	0	0	0	0	0	0	2	0	2	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
24143	0	0	0	2	0	0	0	0	0	0	2	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
24139	0	0	2	2	2	0	2	2	0	0	2	0	2	2	0	2	2	0	2	0	0	0	2	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	0	2	0	2	0	0
24138	0	0	0	2	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
24137	0	0	2	2	2	0	0	2	0	0	2	0	2	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0
24136	0	0	2	2	2	2	2	2	0	0	2	0	2	2	0	0	2	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	0
24133	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24130	0	0	0	2	2	2	2	2	0	0	2	0	2	2	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
24128	0	0	0	2	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24127	0	0	2	0	0	0	0	2	0	0	2	0	2	2	0	0	2	2	0	2	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
24286	0	2	2	2	2	2	2	2	0	0	2	0	2	2	2	2	0	2	0	0	2	0	2	2	0	0	0	2	0	2	0	0	0	0	2	0	2	2	2	2	0	2	0	2	0	0
24368	0	2	0	0	2	0	0	0	0	0	2	0	2	2	0	2	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
24670	0	0	0	2	0	0	0	2	0	0	2	2	2	2	0	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
24600	0	0	0	2	0	0	2	2	0	0	2	0	0	2	0	2	2	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
130383	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
130382	0	0	0	2	2	0	0	2	0	0	2	0	2	2	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
130379	0	0	0	0	2	0	2	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
130377	0	0	2	0	0	0	2	2	0	0	2	0	2	2	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0
130373	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130370	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130369	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130364	0	0	2	2	2	0	2	2	0	0	2	0	2	2	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0
130363	0	0	2	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0
130964	0	0	2	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	2	0	0	0	2	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	0	2	0	2	0	0
131396	0	0	0	0	2	2	0	2	0	0	2	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	2	0	0
131387	0	0	2	2	2	0	0	0	0	0	2	0	2	2	0	0	2	2	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
131379	0	0	0	0	2	0	0	0	0	0	2	0	2	2	0	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	2	0	0
131378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131377	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
131552	0	0	2	2	0	2	2	2	0	0	2	0	2	2	0	2	2	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
131977	0	2	2	2	2	0	0	2	0	0	0	0	2	2	0	0	2	0	0	0	2	0	2	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	2	0	0
132189	0	0	0	2	0	0	0	2	0	0	2	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0
132356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132347	0	0	2	2	2	0	0	0	0	0	2	0	2	2	0	0	2	0	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	2	2	2	0	0	2	0	2	0	0	0	0
132344	0	0	2	2	2	2	2	2	0	0	2	0	2	2	0	0	2	0	0	0	2	0	2	2	2	0	0	2	0	0	2	2	0	0	2	0	0	0	0	2	0	2	0	0	0	0
132546	0	0	2	0	0	0	0	0	0	0	2	0	2	2	0	0	2	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
132545	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
132765	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0
132902	2	2	0	0	0	0	2	2	2	2	2	2	2	2	0	2	2	2	0	0	2	2	2	2	0	0	0	2	0	2	2	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0
135689	0	0	2	2	2	0	0	2	0	0	2	0	2	2	0	2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
135840	0	2	0	2	0	0	2	2	0	0	0	0	0	2	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
137757	0	0	0	2	2	2	0	2	0	0	2	0	2	2	0	0	2	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
138277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138269	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
138662	0	0	0	2	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139551	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139745	0	0	2	2	2	2	2	2	0	0	2	0	2	2	0	0	2	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	2	0	0	0	2	2	0	2	0	2	0	0
139744	0	0	0	2	2	2	0	0	0	0	2	0	2	2	0	0	2	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	0
139742	0	0	2	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	2	0	0	0	2	2	0	0	0	2	0	0	0	0	0	2	2	0	0	0	2	2	0	0	0	2	0	0
139741	0	0	2	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	2	0	0	0	2	2	2	0	2	2	0	0	0	0	0	2	0	0	0	0	2	2	0	2	0	2	0	0
139740	0	0	2	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	2	0	0	0	2	2	0	0	2	2	0	0	0	0	0	2	0	0	0	0	2	2	0	2	0	2	0	0
139805	0	0	0	2	2	0	0	2	0	0	2	0	2	2	0	2	2	2	0	0	2	0	2	2	0	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	2	2	0
139767	0	0	0	0	0	2	2	2	0	0	2	0	2	2	0	0	2	2	0	2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
140024	0	0	0	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
140356	0	0	2	2	2	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
141248	0	0	0	0	2	0	2	2	0	0	2	0	0	2	0	2	2	2	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
142103	0	0	2	2	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142101	0	0	0	2	2	0	2	2	0	0	2	0	0	2	0	2	2	2	2	0	2	0	2	2	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0
143606	0	0	0	2	2	2	2	2	0	0	2	0	0	2	0	2	2	2	2	0	2	0	2	2	0	0	2	2	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	0
143564	0	0	2	2	2	2	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0	2	0	0	0	0	2	0	0	2	0	0	2	0	0	2	0	2	0	2	0	0
143706	0	2	2	2	2	2	2	2	0	0	0	0	2	2	0	0	2	2	0	0	2	0	2	2	0	2	0	2	0	0	0	0	0	2	2	0	2	0	0	2	0	2	0	2	0	0
143697	0	2	2	2	0	2	2	2	0	0	2	0	2	2	0	2	2	2	0	0	0	0	2	2	2	2	2	2	0	0	0	0	0	0	2	0	2	0	2	2	0	2	0	2	0	0
143631	0	2	0	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	0	2	2	0	2	0	2	2	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	2	0	0
143869	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143933	0	0	2	2	0	0	2	2	0	0	2	0	2	2	0	0	2	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
144043	0	0	0	2	2	0	0	0	0	0	2	0	0	2	0	0	2	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
144344	0	0	2	2	2	0	2	2	0	0	2	0	2	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
144493	0	0	0	2	2	2	2	2	0	0	2	0	2	2	0	2	2	0	2	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0
144640	0	2	0	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	0	2	0	0	2	2	0	0	2	0	2	0	0
145074	0	0	0	2	2	0	2	2	0	0	2	0	0	2	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
145070	0	0	0	2	2	2	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
145068	0	0	2	2	2	2	2	2	0	0	2	0	0	2	0	2	2	2	2	2	0	0	2	2	2	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	2	0	0
145039	0	0	0	2	2	0	0	2	0	0	2	0	2	2	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
145015	0	2	0	2	2	0	0	0	0	0	2	0	2	2	0	2	2	2	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	2	0	0
145012	0	0	2	2	2	2	2	2	0	0	2	0	2	2	2	2	2	2	0	2	0	0	2	2	2	0	0	0	0	2	2	2	0	2	2	0	0	0	2	0	0	2	0	2	0	0
145305	0	0	2	2	2	2	2	2	0	0	2	0	2	2	0	2	2	0	2	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0
145304	0	2	0	2	2	2	2	2	0	0	2	0	0	2	0	2	2	2	2	0	2	0	2	2	0	2	0	2	0	0	0	2	0	0	2	0	0	0	2	0	0	2	0	2	0	0
145302	0	0	0	0	2	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
145378	0	0	0	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	0	2	0	0	2	2	2	2	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	2	0	0
145355	0	0	0	0	2	0	2	2	0	0	2	0	0	2	0	2	2	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
145354	0	0	0	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	2	2	2	0	2	2	2	2	2	2	0	0	0	0	0	0	2	0	0	2	2	0	0	2	0	2	0	0
145351	0	0	2	2	0	2	2	2	0	0	2	0	2	2	0	2	2	2	2	2	0	0	2	2	2	0	0	0	0	0	2	2	0	2	2	0	0	0	2	0	0	2	0	2	0	0
145474	0	2	2	2	2	2	2	2	0	0	2	0	2	2	0	2	2	2	0	0	2	0	2	2	2	2	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	2	0	0
145455	0	0	2	2	2	0	2	2	0	0	2	0	2	2	0	2	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
145605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145589	0	0	2	0	0	2	2	2	0	0	2	0	2	2	0	2	2	2	0	2	0	0	2	2	0	0	0	0	0	0	2	2	0	2	2	0	0	0	2	0	0	2	0	2	0	0
145545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145697	0	0	2	0	0	2	2	2	2	0	2	0	2	2	0	2	2	2	2	2	0	0	2	2	0	0	0	0	0	2	2	2	0	2	0	0	0	0	2	0	0	0	0	2	0	0
